"province","death_source_id","death_source_short","death_source_full"
"Nova Scotia",15,"NS15","https://novascotia.ca/news/release/?id=20200502002"
"Nova Scotia",16,"NS16","https://novascotia.ca/news/release/?id=20200503001"
"Nova Scotia",17,"NS17","https://novascotia.ca/news/release/?id=20200504002"
"Nova Scotia",18,"NS18","https://novascotia.ca/news/release/?id=20200505002"
"Nova Scotia",19,"NS19","https://novascotia.ca/news/release/?id=20200507001"
"Nova Scotia",20,"NS20","https://novascotia.ca/news/release/?id=20200508002"
"Nova Scotia",21,"NS21","https://novascotia.ca/news/release/?id=20200509001"
"Nova Scotia",22,"NS22","https://novascotia.ca/news/release/?id=20200511002"
"Nova Scotia",23,"NS23","https://novascotia.ca/news/release/?id=20200513001"
"Nova Scotia",24,"NS24","https://novascotia.ca/news/release/?id=20200519002"
"Nova Scotia",25,"NS25","https://novascotia.ca/news/release/?id=20200520001"
"Nova Scotia",26,"NS26","https://novascotia.ca/news/release/?id=20200521001"
"Nova Scotia",27,"NS27","https://novascotia.ca/news/release/?id=20200526004"
"Nova Scotia",28,"NS28","https://novascotia.ca/news/release/?id=20200604003"
"Nova Scotia",29,"NS29","https://atlantic.ctvnews.ca/n-s-woman-in-her-70s-dies-from-covid-19-province-reports-1-new-case-1.4976294"
"Nova Scotia",30,"NS30","https://atlantic.ctvnews.ca/n-s-reports-63rd-covid-19-death-no-active-cases-of-the-virus-1.4994615"
"Nova Scotia",31,"NS31","https://www.cbc.ca/news/canada/nova-scotia/covid-19-update-july-29-1.5667398"
"Nunavut",1,"NU1","https://gov.nu.ca/health/news/nunavuts-first-covid-19-related-deaths"
"Ontario",1,"ON1","https://www.nationalobserver.com/2020/03/17/news/unconfirmed-covid-19-death-reported-ontarios-muskoka"
"Ontario",2,"ON2","https://www.halton.ca/The-Region/News/2020/Halton-Region-Public-Health-confirms-second-COVID"
"Ontario",3,"ON3","https://globalnews.ca/news/6713031/new-coronavirus-related-death-ontario/"
"Ontario",4,"ON4","https://www.ontario.ca/page/2019-novel-coronavirus#section-0"
"Ontario",5,"ON5","https://www.thestar.com/news/city_hall/2020/03/22/canadian-toll-rises-to-1331-cases-19-deaths-clergy-go-digital-to-avoid-gatherings-conservative-leader-andrew-scheer-puts-down-partisan-sword-saying-there-really-isnt-much-philosophical-differen.html"
"Ontario",6,"ON6","https://www.hkpr.on.ca/featured_posts/covid-19-contributes-to-death-of-ckl-resident/"
"Ontario",7,"ON7","https://globalnews.ca/news/6723905/ontario-coronavirus-covid-19-cases-march-24/"
"Ontario",8,"ON8","https://www.cbc.ca/news/canada/toronto/covid-19-coronavirus-ontario-tuesday-hydro-1.5507767"
"Ontario",9,"ON9","https://globalnews.ca/news/6731126/coronavirus-st-catharines-death/"
"Ontario",10,"ON10","https://www.thestar.com/politics/provincial/2020/03/25/ontario-reports-100-new-covid-19-cases-ninth-death.html"
"Ontario",11,"ON11","https://ottawa.ctvnews.ca/man-in-his-90s-is-ottawa-s-first-death-linked-to-covid-19-1.4868469"
"Ontario",12,"ON12","https://www.cbc.ca/news/canada/toronto/covid-19-coronavirus-thursday-new-cases-1.5510534"
"Ontario",13,"ON13","https://toronto.ctvnews.ca/135-more-cases-of-covid-19-confirmed-in-ontario-including-three-new-deaths-1.4870930"
"Ontario",14,"ON14","https://www.cbc.ca/news/canada/london/coronavirus-cases-london-ontario-march-28-1.5513670"
"Ontario",15,"ON15","https://toronto.ctvnews.ca/ontario-health-officials-confirm-211-new-cases-of-covid-19-two-more-deaths-1.4873152"
"Ontario",16,"ON16","https://www.ottawamatters.com/local-news/renfrew-county-reports-first-covid-19-death-2209196"
"Ontario",17,"ON17","https://globalnews.ca/news/6750016/ontario-coronavirus-covid-19-numbers-march-30/"
"Ontario",18,"ON18","https://www.yorkregion.com/news-story/9919989-vaughan-woman-markham-man-bring-york-region-s-covid-19-related-death-toll-to-4/"
"Ontario",19,"ON19","https://www.york.ca/wps/portal/yorkhome/health/yr/covid-19/covid19inyorkregion/"
"Ontario",20,"ON20","https://www.hkpr.on.ca/"
"Ontario",21,"ON21","https://www.ottawapublichealth.ca/en/public-health-topics/novel-coronavirus.aspx?utm_source=OPH&utm_medium=Home_Page_Banner&utm_campaign=Coronavirus&utm_content=Home_Page_Banner_OPH#March-31-2020---Special-joint-statement-from-Dr-Vera-Etches-Medical-Officer-of-Health-and-Dr-Brent-Moloughney-Associate-Medical-Officer-of-Healt"
"Ontario",22,"ON22","https://lfpress.com/news/local-news/covid-19-provincial-cases-rise-st-thomas-death-brings-southwestern-ontario-fatalities-to-seven"
"Ontario",23,"ON23","http://www.peelregion.ca/news/archiveitem.asp?year=2020&month=2&day=31&file=2020231a.xml"
"Ontario",24,"ON24","https://healthunit.org/media/2020-archive/two-covid-19-related-deaths-reported-in-lgl/"
"Ontario",25,"ON25","https://hpepublichealth.ca/first-covid-19-death-confirmed-in-hastings-and-prince-edward-counties/"
"Ontario",26,"ON26","https://app.powerbi.com/view?r=eyJrIjoiMjU2MmEzM2QtNDliNS00ZmIxLWI5MzYtOTU0NTI1YmU5MjQ2IiwidCI6IjUyZDdjOWMyLWQ1NDktNDFiNi05YjFmLTlkYTE5OGRjM2YxNiJ9"
"Ontario",27,"ON27","https://hnhu.org/haldimand-norfolk-health-unit-reports-27-covid-19-cases/"
"Ontario",28,"ON28","https://lambtonpublichealth.ca/covid-19-pandemic-two-additional-deaths-confirmed-in-lambton/"
"Ontario",29,"ON29","https://www.wechu.org/newsroom/news-release-april-1st-public-health-updates-related-coronavirus-covid-19"
"Ontario",30,"ON30","https://www.toronto.ca/home/covid-19/media-room/covid-19-status-of-cases-in-toronto/"
"Ontario",31,"ON31","https://www.swpublichealth.ca/content/community-update-novel-coronavirus-covid-19"
"Ontario",32,"ON32","https://www.niagarahealth.on.ca/site/covid19casereporting"
"Ontario",33,"ON33","https://www.regionofwaterloo.ca/Modules/News/index.aspx?newsId=70f35962-4bb5-4a65-8392-d2e5073c7c4d"
"Ontario",34,"ON34","https://www.bchu.org/Media/Pages/first-death-covid19.aspx"
"Ontario",35,"ON35","https://hnhu.org/health-topic/coronavirus-covid-19/"
"Ontario",36,"ON36","https://www.insidehalton.com/news-story/9923286-oakville-woman-dead-from-coronavirus-in-halton-s-second-covid-19-death/"
"Ontario",37,"ON37","https://www.hamilton.ca/coronavirus/status-cases"
"Ontario",38,"ON38","https://www.phsd.ca/news/public-health-sudbury-districts-reports-two-new-cases-of-covid-19-including-one-death"
"Ontario",39,"ON39","https://kitchener.ctvnews.ca/first-person-in-guelph-dies-of-covid-19-public-health-officials-1.4879812"
"Ontario",40,"ON40","https://kitchener.ctvnews.ca/second-covid-19-death-confirmed-in-waterloo-region-public-health-officials-1.4877381"
"Ontario",41,"ON41","https://www.wechu.org/cv/local-updates"
"Ontario",42,"ON42","https://lambtonpublichealth.ca/2019-novel-coronavirus/"
"Ontario",43,"ON43","http://www.peelregion.ca/coronavirus/testing/#cases"
"Ontario",44,"ON44","https://www.newmarkettoday.ca/coronavirus-covid-19-local-news/york-region-covid-19-deaths-jump-to-13-southlake-reporting-its-2nd-fatality-2225361"
"Ontario",45,"ON45","https://www.newmarkettoday.ca/coronavirus-covid-19-local-news/york-region-covid-19-deaths-jump-to-13-southlake-reporting-its-2nd-fatality-2225360"
"Ontario",46,"ON46","https://www.healthunit.com/novel-coronavirus"
"Ontario",47,"ON47","http://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/"
"Ontario",48,"ON48","https://ckphu.com/current-situation-in-chatham-kent-and-surrounding-areas/"
"Ontario",49,"ON49","https://www.ottawapublichealth.ca/en/public-health-topics/novel-coronavirus.aspx?utm_source=OPH&utm_medium=Home_Page_Banner&utm_campaign=Coronavirus&utm_content=self-isolation-page#Read-the-latest-statements"
"Ontario",50,"ON50","https://www.durhamradionews.com/archives/125765"
"Ontario",51,"ON51","https://www.regionofwaterloo.ca/en/health-and-wellness/positive-cases-in-waterloo-region.aspx"
"Ontario",52,"ON52","http://www.simcoemuskokahealthstats.org/topics/infectious-diseases/a-h/covid-19"
"Ontario",53,"ON53","https://www.ottawapublichealth.ca/en/reports-research-and-statistics/la-maladie-coronavirus-covid-19.aspx#Ottawa-COVID-19-Case-Details-"
"Ontario",54,"ON54","https://healthunit.org/coronavirus/"
"Ontario",55,"ON55","https://www.peelregion.ca/coronavirus/testing/#cases"
"Ontario",56,"ON56","https://www.wechu.org/newsroom/news-release-april-6th-public-health-evening-updates-related-coronavirus-covid-19"
"Ontario",57,"ON57","https://www.wechu.org/newsroom/news-release-april-7th-public-health-updates-related-coronavirus-covid-19"
"Ontario",58,"ON58","https://healthunit.org/wp-content/uploads/Weekly_LGLDHU_COVID-19_Surveillance_Report_April_7_2020.pdf"
"Ontario",59,"ON59","https://www.niagararegion.ca/health/covid-19/statistics.aspx"
"Ontario",60,"ON60","https://mailchi.mp/a9fbb894aceb/covid-19-surveillance-report-data-to-april-1-2513137"
"Ontario",61,"ON61","https://wdgpublichealth.ca/your-health/covid-19-information-public/status-cases-wdg"
"Ontario",62,"ON62","https://www.durham.ca/en/health-and-wellness/novel-coronavirus-update.aspx#Status-of-cases-in-Durham-Region"
"Ontario",63,"ON63","https://www.hpph.ca/en/health-matters/covid-19-in-huron-and-perth.aspx"
"Ontario",64,"ON64","https://www.peterboroughpublichealth.ca/your-health/diseases-infections-immunization/diseases-and-infections/novel-coronavirus-2019-ncov/local-covid-19-status/"
"Ontario",65,"ON65","https://mailchi.mp/1f535a15cd64/covid-19-surveillance-report-data-to-april-1-2513141"
"Ontario",66,"ON66","https://app.powerbi.com/view?r=eyJrIjoiNDZkYzgzN2YtNGM2Yi00ZTQ0LTkzOTUtY2IwOTlhNzlmMWE2IiwidCI6IjUyZDdjOWMyLWQ1NDktNDFiNi05YjFmLTlkYTE5OGRjM2YxNiJ9"
"Ontario",67,"ON67","https://www.ottawapublichealth.ca/en/reports-research-and-statistics/resources/Documents/covid-19/15-Apr/Web_PDF_COVID-2019_epi_update_202004151.pdf"
"Ontario",68,"ON68","https://www.toronto.ca/home/covid-19/covid-19-latest-city-of-toronto-news/covid-19-status-of-cases-in-toronto/"
"Ontario",69,"ON69","https://mailchi.mp/ab5fa3c856c2/covid-19-surveillance-report-data-to-april-1-2513149"
"Ontario",70,"ON70","https://www.bchu.org/ServicesWeProvide/InfectiousDiseases/Pages/coronavirus.aspx"
"Ontario",71,"ON71","https://www.wechu.org/newsroom/news-release-april-19th-public-health-updates-related-coronavirus-covid-19"
"Ontario",72,"ON72","http://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-cases/"
"Ontario",73,"ON73","https://healthunit.org/wp-content/uploads/Weekly_LGLDHU_COVID-19_Surveillance_Report_April_19_2020.pdf"
"Ontario",74,"ON74","https://mailchi.mp/3e8c529d6a6a/covid-19-surveillance-report-data-to-april-1-2513153"
"Ontario",75,"ON75","https://www.peelregion.ca/coronavirus/case-status/"
"Ontario",76,"ON76","https://www.halton.ca/For-Residents/Immunizations-Preventable-Disease/Diseases-Infections/New-Coronavirus"
"Ontario",77,"ON77","https://www.tbdhu.com/coronavirus"
"Ontario",78,"ON78","https://hpepublichealth.ca/covid-19-cases/"
"Ontario",79,"ON79","https://www.hamilton.ca/coronavirus/status-cases-in-hamilton"
"Ontario",80,"ON80","https://www.hpph.ca/en/health-matters/covid-19-in-huron-and-perth.aspx#"
"Ontario",81,"ON81","https://www.phsd.ca/news/public-health-sudbury-districts-reports-second-covid-19-death"
"Ontario",82,"ON82","https://eohu.ca/en/covid/covid-19-status-update-for-eohu-region"
"Ontario",83,"ON83","https://peelregion.ca/coronavirus/case-status/"
"Ontario",84,"ON84","https://maps.durham.ca/covidcases"
"Ontario",85,"ON85","https://www.healthunit.com/covid-19-cases-middlesex-london"
"Ontario",86,"ON86","https://www.ottawapublichealth.ca/en/reports-research-and-statistics/resources/Documents/covid-19/09-May/Web-PDF-COVID-2019-epi-update_20200509-8u0q.pdf"
"Ontario",87,"ON87","https://healthunit.org/wp-content/uploads/Weekly_LGLDHU_COVID-19_Surveillance_Report_May_10_2020.pdf"
"Ontario",88,"ON88","https://www.ottawapublichealth.ca/en/reports-research-and-statistics/resources/Documents/covid-19/12-May/Web-PDF-COVID-2019-epi-update_202005012-33h33.pdf"
"Ontario",89,"ON89","https://docs.google.com/spreadsheets/d/1E8YMC_De6LVLGDX7Miwn9-Oyg8PkMm0copG5sGanVqM/edit?ts=5e78202c#gid=1046988713"
"Ontario",90,"ON90","https://www.toronto.ca/home/covid-19/covid-19-latest-city-of-toronto-news/covid-19-status-of-cases-in-toronto//"
"Ontario",91,"ON91","https://www.myhealthunit.ca/en/News/index.aspx?feedId=00000000-0000-0000-0000-000000000000&newsId=cc718ab0-8a31-435e-b682-87ea4feb0ed5"
"Ontario",92,"ON92","https://www.york.ca/wps/portal/yorkhome/health/yr/covid-19/covid19inyorkregion/01covid19inyorkregion/!ut/p/z1/tZVNU8IwEIZ_iweOnWzSQpJjrEhbpSDKVy9MLaWN0hZrBPn3Bged8RMdTQ9pktl9s3lm5w2K0ARFZbyWWaxkVcZLvZ5GrZkvOr7nnUHQc5gLAnoiIJRBm2M0fg6ALz4BKPpJ_mtA55I54I8CKka4B45vH8ofoQhFq0TO0ZTYKWUJZxaFZmI5cdKyOL6e64EvmpwvYq7jdXRSqpXK0XRbz5KqVGmpGrCt6lu9uFdSPTxv5FWR6jGNlypvQFKt5dzCfD_DXJa7jDrNNKYGAP5k-_3VPtYefU9uvCtWhxDitDzsQgBej4F_SvvNE-ZhOCP7gO_ov-X3Ee9UF0m_LHJA0Hgt0w0allVd6H64_CVuD_YnUOYKT3SgD1dDChdt6rDWebd_PsB_POHABQzL20blKZiVJ2bl_wdO4IOLxa557bYNgvguO7YDFoZm2Ydm2Ydm2Ydm-370VzjBIV_XDw-pu24307Kxyi1ZLio0efHh_eyd4U4-92EtJW_u7iKhrX_n948KTUx7_6oYDgtmb63bAdtcLfKsmHXbdvPQ795bZkdPbkKTMQ!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/#.Xt1X2EVKjIW"
"Ontario",93,"ON93","https://www.ottawapublichealth.ca/en/reports-research-and-statistics/daily-covid19-dashboard.aspx"
"Ontario",94,"ON94","https://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-cases/"
"Ontario",95,"ON95","https://www.niagararegion.ca/health/covid-19/statistics/statistics.aspx"
"Ontario",96,"ON96","https://twitter.com/TOPublicHealth/status/1283854314688192514"
"Ontario",97,"ON97","https://twitter.com/TOPublicHealth"
"Ontario",98,"ON98","https://twitter.com/TOPublicHealth/status/1288927760061288449"
"Ontario",99,"ON99","https://ckphu.com/current-situation-in-chatham-kent/"
"Ontario",100,"ON100","https://twitter.com/TOPublicHealth/status/1294003533356961796"
"Ontario",101,"ON101","https://twitter.com/TOPublicHealth/status/1305234897909493761"
"Ontario",102,"ON102","https://www.simcoemuskokahealthstats.org/topics/infectious-diseases/a-h/covid-19"
"Ontario",103,"ON103","https://app.powerbi.com/view?r=eyJrIjoiMjViMTI5YTMtZjZmYi00ZTYxLWIwY2ItYzM0Yzc5ZTFlM2ZlIiwidCI6ImRjNTYxMjk1LTdjYTktNDFhOS04M2JmLTUwODM0ZDZhOWQwZiJ9"
"Ontario",104,"ON104","https://healthunit.org/health-information/covid-19/local-cases-and-statistics/"
"Ontario",105,"ON105","https://www.halton.ca/For-Residents/Immunizations-Preventable-Disease/Diseases-Infections/New-Coronavirus/Status-of-COVID-19-Cases-in-Halton?viewmode=0"
"Ontario",106,"ON106","https://localcovidtracker.ca/"
"Ontario",107,"ON107","https://www.regionofwaterloo.ca/en/health-and-wellness/positive-cases-in-waterloo-region.aspx#"
"Ontario",108,"ON108","https://www.thespec.com/news/hamilton-region/2020/11/21/hamilton-public-health-issued-order-to-chartwell-willowgrove.html"
"Ontario",109,"ON109","https://app.powerbi.com/view?r=eyJrIjoiMzE5MzJlOTItOWE2ZS00MDNlLTlkNDEtMTcyYTg5OGFhMTFiIiwidCI6ImRjNTYxMjk1LTdjYTktNDFhOS04M2JmLTUwODM0ZDZhOWQwZiJ9"
"Ontario",110,"ON110","https://www.tbdhu.com/coviddata"
"Ontario",111,"ON111","https://www.swpublichealth.ca/en/my-health/covid-19-novel-coronavirus.aspx"
"Ontario",124,"ON124","https://www.myhealthunit.ca/en/health-topics/covid-19-cases.asp"
"Ontario",125,"ON125","https://www.york.ca/wps/portal/yorkhome/health/yr/covid-19/covid19inyorkregion/01covid19inyorkregion/!ut/p/z1/tZVNU8IwEIZ_iweOnWzSQpJjrEhbpSDKVy9MLaWN0hZrBPn3Bged8RMdTQ9pktl9s3lm5w2K0ARFZbyWWaxkVcZLvZ5GrZkvOr7nnUHQc5gLAnoiIJRBm2M0fg6ALz4BKPpJ_mtA55I54I8CKka4B45vH8ofoQhFq0TO0ZTYKWUJZxaFZmI5cdKyOL6e64EvmpwvYq7jdXRSqpXK0XRbz5KqVGmpGrCt6lu9uFdSPTxv5FWR6jGNlypvQFKt5dzCfD_DXJa7jDrNNKYGAP5k-_3VPtYefU9uvCtWhxDitDzsQgBej4F_SvvNE-ZhOCP7gO_ov-X3Ee9UF0m_LHJA0Hgt0w0allVd6H64_CVuD_YnUOYKT3SgD1dDChdt6rDWebd_PsB_POHABQzL20blKZiVJ2bl_wdO4IOLxa557bYNgvguO7YDFoZm2Ydm2Ydm2Ydm-370VzjBIV_XDw-pu24307Kxyi1ZLio0efHh_eyd4U4-92EtJW_u7iKhrX_n948KTUx7_6oYDgtmb63bAdtcLfKsmHXbdvPQ795bZkdPbkKTMQ!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/#.X8bAG81KiUm"
"Ontario",126,"ON126","https://www.york.ca/wps/portal/yorkhome/health/yr/covid-19/covid19inyorkregion/01covid19inyorkregion/!ut/p/z1/tZVNU8IwEIZ_iweOnWzSQpJjrEhbpSDKVy9MLaWN0hZrBPn3Bged8RMdTQ9pktl9s3lm5w2K0ARFZbyWWaxkVcZLvZ5GrZkvOr7nnUHQc5gLAnoiIJRBm2M0fg6ALz4BKPpJ_mtA55I54I8CKka4B45vH8ofoQhFq0TO0ZTYKWUJZxaFZmI5cdKyOL6e64EvmpwvYq7jdXRSqpXK0XRbz5KqVGmpGrCt6lu9uFdSPTxv5FWR6jGNlypvQFKt5dzCfD_DXJa7jDrNNKYGAP5k-_3VPtYefU9uvCtWhxDitDzsQgBej4F_SvvNE-ZhOCP7gO_ov-X3Ee9UF0m_LHJA0Hgt0w0allVd6H64_CVuD_YnUOYKT3SgD1dDChdt6rDWebd_PsB_POHABQzL20blKZiVJ2bl_wdO4IOLxa557bYNgvguO7YDFoZm2Ydm2Ydm2Ydm-370VzjBIV_XDw-pu24307Kxyi1ZLio0efHh_eyd4U4-92EtJW_u7iKhrX_n948KTUx7_6oYDgtmb63bAdtcLfKsmHXbdvPQ795bZkdPbkKTMQ!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/#.X8gSbM1KiUn"
"Ontario",129,"ON129","https://app.powerbi.com/view?r=eyJrIjoiMjU2MmEzM2QtNDliNS00ZmIxLWI5MzYtOTU0NTI1YmU5MjQ2IiwidCI6IjUyZDdjOWMyLWQ1NDktNDFiNi05YjFmLTlkYTE5OGRjM2YxNiJ10"
"Ontario",130,"ON130","https://app.powerbi.com/view?r=eyJrIjoiMjU2MmEzM2QtNDliNS00ZmIxLWI5MzYtOTU0NTI1YmU5MjQ2IiwidCI6IjUyZDdjOWMyLWQ1NDktNDFiNi05YjFmLTlkYTE5OGRjM2YxNiJ11"
"Ontario",131,"ON131","https://app.powerbi.com/view?r=eyJrIjoiMjU2MmEzM2QtNDliNS00ZmIxLWI5MzYtOTU0NTI1YmU5MjQ2IiwidCI6IjUyZDdjOWMyLWQ1NDktNDFiNi05YjFmLTlkYTE5OGRjM2YxNiJ12"
"Ontario",132,"ON132","https://www.halton.ca/For-Residents/Immunizations-Preventable-Disease/Diseases-Infections/New-Coronavirus/Status-of-COVID-19-Cases-in-Halton?viewmode=1"
"Ontario",133,"ON133","https://www.halton.ca/For-Residents/Immunizations-Preventable-Disease/Diseases-Infections/New-Coronavirus/Status-of-COVID-19-Cases-in-Halton?viewmode=2"
"Ontario",134,"ON134","https://www.halton.ca/For-Residents/Immunizations-Preventable-Disease/Diseases-Infections/New-Coronavirus/Status-of-COVID-19-Cases-in-Halton?viewmode=3"
"Ontario",135,"ON135","https://www.halton.ca/For-Residents/Immunizations-Preventable-Disease/Diseases-Infections/New-Coronavirus/Status-of-COVID-19-Cases-in-Halton?viewmode=4"
"Ontario",136,"ON136","https://www.york.ca/wps/portal/yorkhome/health/yr/covid-19/covid19inyorkregion/01covid19inyorkregion/!ut/p/z1/tZVNU8IwEIZ_iweOnWzSQpJjrEhbpSDKVy9MLaWN0hZrBPn3Bged8RMdTQ9pktl9s3lm5w2K0ARFZbyWWaxkVcZLvZ5GrZkvOr7nnUHQc5gLAnoiIJRBm2M0fg6ALz4BKPpJ_mtA55I54I8CKka4B45vH8ofoQhFq0TO0ZTYKWUJZxaFZmI5cdKyOL6e64EvmpwvYq7jdXRSqpXK0XRbz5KqVGmpGrCt6lu9uFdSPTxv5FWR6jGNlypvQFKt5dzCfD_DXJa7jDrNNKYGAP5k-_3VPtYefU9uvCtWhxDitDzsQgBej4F_SvvNE-ZhOCP7gO_ov-X3Ee9UF0m_LHJA0Hgt0w0allVd6H64_CVuD_YnUOYKT3SgD1dDChdt6rDWebd_PsB_POHABQzL20blKZiVJ2bl_wdO4IOLxa557bYNgvguO7YDFoZm2Ydm2Ydm2Ydm-370VzjBIV_XDw-pu24307Kxyi1ZLio0efHh_eyd4U4-92EtJW_u7iKhrX_n948KTUx7_6oYDgtmb63bAdtcLfKsmHXbdvPQ795bZkdPbkKTMQ!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/#.X81vVthKi73"
"Ontario",137,"ON137","https://www.york.ca/wps/portal/yorkhome/health/yr/covid-19/covid19inyorkregion/01covid19inyorkregion/!ut/p/z1/tZVNU8IwEIZ_iweOnWzSQpJjrEhbpSDKVy9MLaWN0hZrBPn3Bged8RMdTQ9pktl9s3lm5w2K0ARFZbyWWaxkVcZLvZ5GrZkvOr7nnUHQc5gLAnoiIJRBm2M0fg6ALz4BKPpJ_mtA55I54I8CKka4B45vH8ofoQhFq0TO0ZTYKWUJZxaFZmI5cdKyOL6e64EvmpwvYq7jdXRSqpXK0XRbz5KqVGmpGrCt6lu9uFdSPTxv5FWR6jGNlypvQFKt5dzCfD_DXJa7jDrNNKYGAP5k-_3VPtYefU9uvCtWhxDitDzsQgBej4F_SvvNE-ZhOCP7gO_ov-X3Ee9UF0m_LHJA0Hgt0w0allVd6H64_CVuD_YnUOYKT3SgD1dDChdt6rDWebd_PsB_POHABQzL20blKZiVJ2bl_wdO4IOLxa557bYNgvguO7YDFoZm2Ydm2Ydm2Ydm-370VzjBIV_XDw-pu24307Kxyi1ZLio0efHh_eyd4U4-92EtJW_u7iKhrX_n948KTUx7_6oYDgtmb63bAdtcLfKsmHXbdvPQ795bZkdPbkKTMQ!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/#.X86oK2hKjgl"
"Ontario",139,"ON139","https://www.york.ca/wps/portal/yorkhome/health/yr/covid-19/covid19inyorkregion/01covid19inyorkregion/!ut/p/z1/tZVNU8IwEIZ_iweOnWzSQpJjrEhbpSDKVy9MLaWN0hZrBPn3Bged8RMdTQ9pktl9s3lm5w2K0ARFZbyWWaxkVcZLvZ5GrZkvOr7nnUHQc5gLAnoiIJRBm2M0fg6ALz4BKPpJ_mtA55I54I8CKka4B45vH8ofoQhFq0TO0ZTYKWUJZxaFZmI5cdKyOL6e64EvmpwvYq7jdXRSqpXK0XRbz5KqVGmpGrCt6lu9uFdSPTxv5FWR6jGNlypvQFKt5dzCfD_DXJa7jDrNNKYGAP5k-_3VPtYefU9uvCtWhxDitDzsQgBej4F_SvvNE-ZhOCP7gO_ov-X3Ee9UF0m_LHJA0Hgt0w0allVd6H64_CVuD_YnUOYKT3SgD1dDChdt6rDWebd_PsB_POHABQzL20blKZiVJ2bl_wdO4IOLxa557bYNgvguO7YDFoZm2Ydm2Ydm2Ydm-370VzjBIV_XDw-pu24307Kxyi1ZLio0efHh_eyd4U4-92EtJW_u7iKhrX_n948KTUx7_6oYDgtmb63bAdtcLfKsmHXbdvPQ795bZkdPbkKTMQ!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/#.X9Fcm9hKjgl"
"Ontario",140,"ON140","https://app.powerbi.com/view?r=eyJrIjoiMjU2MmEzM2QtNDliNS00ZmIxLWI5MzYtOTU0NTI1YmU5MjQ2IiwidCI6IjUyZDdjOWMyLWQ1NDktNDFiNi05YjFmLTlkYTE5OGRjM2YxNiJ13"
"Ontario",141,"ON141","https://www.york.ca/wps/portal/yorkhome/health/yr/covid-19/covid19inyorkregion/01covid19inyorkregion/!ut/p/z1/tZVNU8IwEIZ_iweOnWzSQpJjrEhbpSDKVy9MLaWN0hZrBPn3Bged8RMdTQ9pktl9s3lm5w2K0ARFZbyWWaxkVcZLvZ5GrZkvOr7nnUHQc5gLAnoiIJRBm2M0fg6ALz4BKPpJ_mtA55I54I8CKka4B45vH8ofoQhFq0TO0ZTYKWUJZxaFZmI5cdKyOL6e64EvmpwvYq7jdXRSqpXK0XRbz5KqVGmpGrCt6lu9uFdSPTxv5FWR6jGNlypvQFKt5dzCfD_DXJa7jDrNNKYGAP5k-_3VPtYefU9uvCtWhxDitDzsQgBej4F_SvvNE-ZhOCP7gO_ov-X3Ee9UF0m_LHJA0Hgt0w0allVd6H64_CVuD_YnUOYKT3SgD1dDChdt6rDWebd_PsB_POHABQzL20blKZiVJ2bl_wdO4IOLxa557bYNgvguO7YDFoZm2Ydm2Ydm2Ydm-370VzjBIV_XDw-pu24307Kxyi1ZLio0efHh_eyd4U4-92EtJW_u7iKhrX_n948KTUx7_6oYDgtmb63bAdtcLfKsmHXbdvPQ795bZkdPbkKTMQ!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/#.X9KfothKi73"
"Ontario",143,"ON143","https://hnhu.org/additional-daily-statistics/"
"Ontario",158,"ON158","https://www.york.ca/wps/portal/yorkhome/health/yr/covid-19/covid19inyorkregion/01covid19inyorkregion/!ut/p/z1/tZVNU8IwEIZ_iweOnWzSQpJjrEhbpSDKVy9MLaWN0hZrBPn3Bged8RMdTQ9pktl9s3lm5w2K0ARFZbyWWaxkVcZLvZ5GrZkvOr7nnUHQc5gLAnoiIJRBm2M0fg6ALz4BKPpJ_mtA55I54I8CKka4B45vH8ofoQhFq0TO0ZTYKWUJZxaFZmI5cdKyOL6e64EvmpwvYq7jdXRSqpXK0XRbz5KqVGmpGrCt6lu9uFdSPTxv5FWR6jGNlypvQFKt5dzCfD_DXJa7jDrNNKYGAP5k-_3VPtYefU9uvCtWhxDitDzsQgBej4F_SvvNE-ZhOCP7gO_ov-X3Ee9UF0m_LHJA0Hgt0w0allVd6H64_CVuD_YnUOYKT3SgD1dDChdt6rDWebd_PsB_POHABQzL20blKZiVJ2bl_wdO4IOLxa557bYNgvguO7YDFoZm2Ydm2Ydm2Ydm-370VzjBIV_XDw-pu24307Kxyi1ZLio0efHh_eyd4U4-92EtJW_u7iKhrX_n948KTUx7_6oYDgtmb63bAdtcLfKsmHXbdvPQ795bZkdPbkKTMQ!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/#.X9k2M9hKiUn"
"Ontario",159,"ON159","https://www.hamilton.ca/coronavirus/status-cases-in-hamiltonhttps://www.hamilton.ca/coronavirus/status-cases-in-hamilton"
"Ontario",160,"ON160","https://london.ctvnews.ca/daily-covid-19-case-count-drops-by-half-in-middlesex-london-1.5233733"
