"name","province","sub_region_1","sub_region_2","date","value","value_daily"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-04","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-04","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-04","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-04","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-04","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-04","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-04","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-04","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-04","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-04","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-04","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-04","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-04","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-04","0","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-05","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-05","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-05","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-05","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-05","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-05","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-05","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-05","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-05","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-05","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-05","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-05","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-05","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-05","0","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-06","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-06","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-06","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-06","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-06","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-06","1","1"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-06","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-06","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-06","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-06","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-06","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-06","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-06","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-06","0","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-07","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-07","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-07","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-07","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-07","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-07","1","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-07","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-07","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-07","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-07","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-07","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-07","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-07","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-07","0","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-08","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-08","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-08","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-08","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-08","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-08","1","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-08","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-08","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-08","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-08","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-08","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-08","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-08","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-08","0","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-09","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-09","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-09","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-09","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-09","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-09","1","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-09","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-09","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-09","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-09","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-09","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-09","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-09","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-09","0","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-10","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-10","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-10","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-10","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-10","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-10","1","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-10","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-10","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-10","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-10","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-10","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-10","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-10","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-10","1","1"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-11","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-11","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-11","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-11","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-11","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-11","1","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-11","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-11","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-11","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-11","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-11","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-11","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-11","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-11","1","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-12","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-12","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-12","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-12","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-12","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-12","0","-1"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-12","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-12","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-12","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-12","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-12","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-12","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-12","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-12","1","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-13","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-13","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-13","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-13","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-13","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-13","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-13","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-13","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-13","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-13","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-13","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-13","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-13","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-13","1","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-14","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-14","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-14","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-14","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-14","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-14","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-14","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-14","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-14","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-14","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-14","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-14","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-14","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-14","1","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-15","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-15","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-15","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-15","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-15","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-15","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-15","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-15","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-15","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-15","0","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-15","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-15","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-15","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-15","1","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-16","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-16","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-16","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-16","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-16","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-16","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-16","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-16","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-16","1","1"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-16","8","8"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-16","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-16","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-16","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-16","8","7"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-18","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-18","1","1"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-18","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-18","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-18","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-18","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-18","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-18","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-18","1","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-18","108","100"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-18","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-18","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-18","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-18","19","11"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-19","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-19","1","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-19","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-19","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-19","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-19","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-19","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-19","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-19","1","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-19","149","41"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-19","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-19","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-19","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-19","19","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-20","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-20","1","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-20","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-20","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-20","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-20","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-20","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-20","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-20","1","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-20","175","26"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-20","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-20","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-20","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-20","21","2"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-21","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-21","1","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-21","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-21","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-21","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-21","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-21","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-21","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-21","1","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-21","175","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-21","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-21","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-21","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-21","21","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-22","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-22","1","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-22","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-22","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-22","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-22","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-22","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-22","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-22","1","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-22","175","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-22","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-22","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-22","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-22","21","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-23","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-23","1","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-23","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-23","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-23","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-23","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-23","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-23","0","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-23","1","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-23","175","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-23","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-23","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-23","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-23","21","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-24","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-24","1","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-24","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-24","0","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-24","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-24","0","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-24","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-24","1","1"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-24","1","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-24","190","15"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-24","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-24","0","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-24","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-24","27","6"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-25","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-25","1","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-25","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-25","3","3"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-25","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-25","1","1"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-25","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-25","3","2"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-25","2","1"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-25","199","9"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-25","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-25","1","1"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-25","0","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-25","36","9"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-26","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-26","1","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-26","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-26","3","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-26","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-26","1","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-26","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-26","3","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-26","1","-1"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-26","213","14"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-26","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-26","3","2"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-26","1","1"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-26","38","2"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-27","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-27","0","-1"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-27","1","1"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-27","2","-1"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-27","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-27","1","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-27","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-27","3","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-27","0","-1"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-27","154","-59"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-27","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-27","3","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-27","1","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-27","29","-9"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-28","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-28","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-28","1","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-28","2","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-28","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-28","1","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-28","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-28","3","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-28","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-28","154","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-28","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-28","3","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-28","1","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-28","29","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-29","0","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-29","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-29","1","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-29","2","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-29","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-29","1","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-29","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-29","3","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-29","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-29","154","0"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-29","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-29","3","0"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-29","1","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-29","29","0"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-30","1","1"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-30","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-30","0","-1"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-30","5","3"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-30","0","0"
"active_residents","NT","Northwest Territories","Fort Smith","2021-08-30","1","0"
"active_nonresidents","NT","Northwest Territories","Hay River","2021-08-30","0","0"
"active_residents","NT","Northwest Territories","Hay River","2021-08-30","3","0"
"active_nonresidents","NT","Northwest Territories","Sahtu","2021-08-30","0","0"
"active_residents","NT","Northwest Territories","Sahtu","2021-08-30","68","-86"
"active_nonresidents","NT","Northwest Territories","Tłı̨chǫ","2021-08-30","0","0"
"active_residents","NT","Northwest Territories","Tłı̨chǫ","2021-08-30","4","1"
"active_nonresidents","NT","Northwest Territories","Yellowknife","2021-08-30","1","0"
"active_residents","NT","Northwest Territories","Yellowknife","2021-08-30","37","8"
"active_nonresidents","NT","Northwest Territories","Beaufort Delta","2021-08-31","1","0"
"active_residents","NT","Northwest Territories","Beaufort Delta","2021-08-31","0","0"
"active_nonresidents","NT","Northwest Territories","Dehcho","2021-08-31","0","0"
"active_residents","NT","Northwest Territories","Dehcho","2021-08-31","5","0"
"active_nonresidents","NT","Northwest Territories","Fort Smith","2021-08-31","0","0"
