"province","health_region","date_report","cases","cumulative_cases"
"Saskatchewan","Central East","14-09-2020",0,59
"Saskatchewan","Central East","15-09-2020",2,61
"Saskatchewan","Central East","16-09-2020",0,61
"Saskatchewan","Central East","17-09-2020",0,61
"Saskatchewan","Central East","18-09-2020",0,61
"Saskatchewan","Central East","19-09-2020",1,62
"Saskatchewan","Central East","20-09-2020",0,62
"Saskatchewan","Central East","21-09-2020",0,62
"Saskatchewan","Central East","22-09-2020",0,62
"Saskatchewan","Central East","23-09-2020",0,62
"Saskatchewan","Central East","24-09-2020",0,62
"Saskatchewan","Central East","25-09-2020",1,63
"Saskatchewan","Central East","26-09-2020",2,65
"Saskatchewan","Central East","27-09-2020",8,73
"Saskatchewan","Central East","28-09-2020",7,80
"Saskatchewan","Central East","29-09-2020",1,81
"Saskatchewan","Central East","30-09-2020",2,83
"Saskatchewan","Central East","01-10-2020",5,88
"Saskatchewan","Central East","02-10-2020",4,92
"Saskatchewan","Central East","03-10-2020",4,96
"Saskatchewan","Central East","04-10-2020",1,97
"Saskatchewan","Central East","05-10-2020",5,102
"Saskatchewan","Central East","06-10-2020",3,105
"Saskatchewan","Central East","07-10-2020",1,107
"Saskatchewan","Central East","08-10-2020",2,109
"Saskatchewan","Central East","09-10-2020",4,113
"Saskatchewan","Central East","10-10-2020",11,124
"Saskatchewan","Central East","11-10-2020",0,124
"Saskatchewan","Central East","12-10-2020",3,127
"Saskatchewan","Central East","13-10-2020",0,127
"Saskatchewan","Central East","14-10-2020",1,128
"Saskatchewan","Central East","15-10-2020",8,136
"Saskatchewan","Central East","16-10-2020",2,137
"Saskatchewan","Central East","17-10-2020",1,138
"Saskatchewan","Central East","18-10-2020",3,141
"Saskatchewan","Central East","19-10-2020",2,143
"Saskatchewan","Central East","20-10-2020",2,145
"Saskatchewan","Central East","21-10-2020",7,152
"Saskatchewan","Central East","22-10-2020",1,153
"Saskatchewan","Central East","23-10-2020",3,156
"Saskatchewan","Central East","24-10-2020",3,159
"Saskatchewan","Central East","25-10-2020",2,161
"Saskatchewan","Central East","26-10-2020",9,170
"Saskatchewan","Central East","27-10-2020",3,173
"Saskatchewan","Central East","28-10-2020",0,173
"Saskatchewan","Central East","29-10-2020",7,180
"Saskatchewan","Central East","30-10-2020",4,184
"Saskatchewan","Central East","31-10-2020",1,185
"Saskatchewan","Central East","01-11-2020",2,187
"Saskatchewan","Central East","02-11-2020",1,188
"Saskatchewan","Central East","03-11-2020",6,194
"Saskatchewan","Central East","04-11-2020",6,200
"Saskatchewan","Central East","05-11-2020",4,204
"Saskatchewan","Central East","06-11-2020",11,215
"Saskatchewan","Central East","07-11-2020",2,217
"Saskatchewan","Central East","08-11-2020",11,228
"Saskatchewan","Central East","09-11-2020",8,236
"Saskatchewan","Central East","10-11-2020",6,242
"Saskatchewan","Central East","11-11-2020",3,245
"Saskatchewan","Central East","12-11-2020",7,252
"Saskatchewan","Central East","13-11-2020",4,256
"Saskatchewan","Central East","14-11-2020",7,263
"Saskatchewan","Central East","15-11-2020",1,264
"Saskatchewan","Central East","16-11-2020",5,269
"Saskatchewan","Central East","17-11-2020",3,272
"Saskatchewan","Central East","18-11-2020",0,272
"Saskatchewan","Central East","19-11-2020",5,277
"Saskatchewan","Central East","20-11-2020",4,281
"Saskatchewan","Central East","21-11-2020",13,294
"Saskatchewan","Central East","22-11-2020",2,296
"Saskatchewan","Central East","23-11-2020",7,303
"Saskatchewan","Central East","24-11-2020",2,305
"Saskatchewan","Central East","25-11-2020",3,308
"Saskatchewan","Central East","26-11-2020",6,314
"Saskatchewan","Central East","27-11-2020",11,325
"Saskatchewan","Central East","28-11-2020",5,330
"Saskatchewan","Central East","29-11-2020",15,345
"Saskatchewan","Central East","30-11-2020",10,355
"Saskatchewan","Central East","01-12-2020",2,358
"Saskatchewan","Central East","02-12-2020",4,362
"Saskatchewan","Central East","03-12-2020",3,365
"Saskatchewan","Central East","04-12-2020",9,374
"Saskatchewan","Central East","05-12-2020",8,382
"Saskatchewan","Central East","06-12-2020",10,393
"Saskatchewan","Central East","07-12-2020",7,400
"Saskatchewan","Central East","08-12-2020",4,404
"Saskatchewan","Central East","09-12-2020",2,406
"Saskatchewan","Central East","10-12-2020",6,412
"Saskatchewan","Central East","11-12-2020",6,418
"Saskatchewan","Central East","12-12-2020",13,431
"Saskatchewan","Central East","13-12-2020",8,439
"Saskatchewan","Central East","14-12-2020",16,455
"Saskatchewan","Central East","15-12-2020",5,460
"Saskatchewan","Central East","16-12-2020",2,461
"Saskatchewan","Central East","17-12-2020",7,468
"Saskatchewan","Central East","18-12-2020",4,472
"Saskatchewan","Central East","19-12-2020",24,496
"Saskatchewan","Central East","20-12-2020",30,526
"Saskatchewan","Central East","21-12-2020",10,536
"Saskatchewan","Central East","22-12-2020",3,540
"Saskatchewan","Central East","23-12-2020",1,541
"Saskatchewan","Central East","24-12-2020",10,551
"Saskatchewan","Central East","25-12-2020",0,551
"Saskatchewan","Central East","26-12-2020",0,551
"Saskatchewan","Central East","27-12-2020",21,573
"Saskatchewan","Central East","28-12-2020",0,573
"Saskatchewan","Central East","29-12-2020",7,581
"Saskatchewan","Central East","30-12-2020",7,588
"Saskatchewan","Central East","31-12-2020",4,592
"Saskatchewan","Central East","01-01-2021",0,592
"Saskatchewan","Central East","02-01-2021",32,624
"Saskatchewan","Central East","03-01-2021",6,630
"Saskatchewan","Central East","04-01-2021",8,638
"Saskatchewan","Central East","05-01-2021",13,651
"Saskatchewan","Central East","06-01-2021",4,655
"Saskatchewan","Central East","07-01-2021",6,661
"Saskatchewan","Central East","08-01-2021",9,671
"Saskatchewan","Central East","09-01-2021",14,685
"Saskatchewan","Central East","10-01-2021",11,685
"Saskatchewan","Central East","11-01-2021",12,708
"Saskatchewan","Central East","12-01-2021",10,718
"Saskatchewan","Central East","13-01-2021",8,726
"Saskatchewan","Central East","14-01-2021",7,733
"Saskatchewan","Central East","15-01-2021",14,747
"Saskatchewan","Central East","16-01-2021",5,752
"Saskatchewan","Central East","17-01-2021",9,761
"Saskatchewan","Central East","18-01-2021",10,771
"Saskatchewan","Central East","19-01-2021",19,790
"Saskatchewan","Central East","20-01-2021",15,806
"Saskatchewan","Central East","21-01-2021",12,817
"Saskatchewan","Central East","22-01-2021",14,831
"Saskatchewan","Central East","23-01-2021",5,836
"Saskatchewan","Central East","24-01-2021",11,847
"Saskatchewan","Central East","25-01-2021",30,877
"Saskatchewan","Central East","26-01-2021",4,881
"Saskatchewan","Central East","27-01-2021",7,888
"Saskatchewan","Central East","28-01-2021",10,898
"Saskatchewan","Central East","29-01-2021",25,923
"Saskatchewan","Central East","30-01-2021",9,932
"Saskatchewan","Central East","31-01-2021",8,940
"Saskatchewan","Central East","01-02-2021",7,947
"Saskatchewan","Central East","02-02-2021",3,950
"Saskatchewan","Central East","03-02-2021",5,955
"Saskatchewan","Central East","04-02-2021",17,972
"Saskatchewan","Central East","05-02-2021",10,982
"Saskatchewan","Central East","06-02-2021",27,1010
"Saskatchewan","Central East","07-02-2021",7,1017
"Saskatchewan","Central East","08-02-2021",3,1020
"Saskatchewan","Central East","09-02-2021",5,1025
"Saskatchewan","Central East","10-02-2021",5,1030
"Saskatchewan","Central East","11-02-2021",4,1035
"Saskatchewan","Central East","12-02-2021",6,1040
"Saskatchewan","Central East","13-02-2021",14,1055
"Saskatchewan","Central East","14-02-2021",6,1061
"Saskatchewan","Central East","15-02-2021",6,1061
"Saskatchewan","Central East","16-02-2021",3,1070
"Saskatchewan","Central East","17-02-2021",3,1073
"Saskatchewan","Central East","18-02-2021",10,1083
"Saskatchewan","Central East","19-02-2021",11,1094
"Saskatchewan","Central East","20-02-2021",4,1098
"Saskatchewan","Central East","21-02-2021",7,1105
"Saskatchewan","Central East","22-02-2021",11,1116
"Saskatchewan","Central East","23-02-2021",7,1123
"Saskatchewan","Central East","24-02-2021",1,1124
"Saskatchewan","Central East","25-02-2021",13,1137
"Saskatchewan","Central East","26-02-2021",17,1154
"Saskatchewan","Central East","27-02-2021",18,1172
"Saskatchewan","Central East","28-02-2021",8,1180
"Saskatchewan","Central East","01-03-2021",14,1194
"Saskatchewan","Central East","02-03-2021",8,1202
"Saskatchewan","Central East","03-03-2021",7,1209
"Saskatchewan","Central East","04-03-2021",5,1214
"Saskatchewan","Central East","05-03-2021",18,1233
"Saskatchewan","Central East","06-03-2021",12,1245
"Saskatchewan","Central East","07-03-2021",8,1253
"Saskatchewan","Central East","08-03-2021",12,1265
"Saskatchewan","Central East","09-03-2021",4,1268
"Saskatchewan","Central East","10-03-2021",8,1276
"Saskatchewan","Central East","11-03-2021",9,1285
"Saskatchewan","Central East","12-03-2021",18,1303
"Saskatchewan","Central East","13-03-2021",13,1316
"Saskatchewan","Central East","14-03-2021",15,1331
"Saskatchewan","Central East","15-03-2021",10,1341
"Saskatchewan","Central West","04-08-2020",0,158
"Saskatchewan","Central West","05-08-2020",1,159
"Saskatchewan","Central West","06-08-2020",0,159
"Saskatchewan","Central West","07-08-2020",0,159
"Saskatchewan","Central West","08-08-2020",0,159
"Saskatchewan","Central West","09-08-2020",1,160
"Saskatchewan","Central West","10-08-2020",0,160
"Saskatchewan","Central West","11-08-2020",0,160
"Saskatchewan","Central West","12-08-2020",0,160
"Saskatchewan","Central West","13-08-2020",0,160
"Saskatchewan","Central West","14-08-2020",0,160
"Saskatchewan","Central West","15-08-2020",6,160
"Saskatchewan","Central West","16-08-2020",1,161
"Saskatchewan","Central West","17-08-2020",0,161
"Saskatchewan","Central West","18-08-2020",0,161
"Saskatchewan","Central West","19-08-2020",0,161
"Saskatchewan","Central West","20-08-2020",0,161
"Saskatchewan","Central West","21-08-2020",0,161
"Saskatchewan","Central West","22-08-2020",0,161
"Saskatchewan","Central West","23-08-2020",0,161
"Saskatchewan","Central West","24-08-2020",0,161
"Saskatchewan","Central West","25-08-2020",0,161
"Saskatchewan","Central West","26-08-2020",0,161
"Saskatchewan","Central West","27-08-2020",0,161
"Saskatchewan","Central West","28-08-2020",0,161
"Saskatchewan","Central West","29-08-2020",0,161
"Saskatchewan","Central West","30-08-2020",0,161
"Saskatchewan","Central West","31-08-2020",0,161
"Saskatchewan","Central West","01-09-2020",0,161
"Saskatchewan","Central West","02-09-2020",0,161
"Saskatchewan","Central West","03-09-2020",2,163
"Saskatchewan","Central West","04-09-2020",1,164
"Saskatchewan","Central West","05-09-2020",0,164
"Saskatchewan","Central West","06-09-2020",0,164
"Saskatchewan","Central West","07-09-2020",2,166
"Saskatchewan","Central West","08-09-2020",0,166
"Saskatchewan","Central West","09-09-2020",0,166
"Saskatchewan","Central West","10-09-2020",1,167
"Saskatchewan","Central West","11-09-2020",0,167
"Saskatchewan","Central West","12-09-2020",0,167
"Saskatchewan","Central West","13-09-2020",1,168
"Saskatchewan","Central West","14-09-2020",0,168
"Saskatchewan","Central West","15-09-2020",0,168
"Saskatchewan","Central West","16-09-2020",0,168
"Saskatchewan","Central West","17-09-2020",0,168
"Saskatchewan","Central West","18-09-2020",3,171
"Saskatchewan","Central West","19-09-2020",1,172
"Saskatchewan","Central West","20-09-2020",0,172
"Saskatchewan","Central West","21-09-2020",0,172
"Saskatchewan","Central West","22-09-2020",1,173
"Saskatchewan","Central West","23-09-2020",1,174
"Saskatchewan","Central West","24-09-2020",1,175
"Saskatchewan","Central West","25-09-2020",0,175
"Saskatchewan","Central West","26-09-2020",0,175
"Saskatchewan","Central West","27-09-2020",0,175
"Saskatchewan","Central West","28-09-2020",0,175
"Saskatchewan","Central West","29-09-2020",0,175
"Saskatchewan","Central West","30-09-2020",1,176
"Saskatchewan","Central West","01-10-2020",0,176
"Saskatchewan","Central West","02-10-2020",0,176
"Saskatchewan","Central West","03-10-2020",0,176
"Saskatchewan","Central West","04-10-2020",0,176
"Saskatchewan","Central West","05-10-2020",0,176
"Saskatchewan","Central West","06-10-2020",0,176
"Saskatchewan","Central West","07-10-2020",1,177
"Saskatchewan","Central West","08-10-2020",0,177
"Saskatchewan","Central West","09-10-2020",3,180
"Saskatchewan","Central West","10-10-2020",2,182
"Saskatchewan","Central West","11-10-2020",0,182
"Saskatchewan","Central West","12-10-2020",1,183
"Saskatchewan","Central West","13-10-2020",4,187
"Saskatchewan","Central West","14-10-2020",0,187
"Saskatchewan","Central West","15-10-2020",0,187
"Saskatchewan","Central West","16-10-2020",1,188
"Saskatchewan","Central West","17-10-2020",1,189
"Saskatchewan","Central West","18-10-2020",2,191
"Saskatchewan","Central West","19-10-2020",2,193
"Saskatchewan","Central West","20-10-2020",0,193
"Saskatchewan","Central West","21-10-2020",2,195
"Saskatchewan","Central West","22-10-2020",1,196
"Saskatchewan","Central West","23-10-2020",0,196
"Saskatchewan","Central West","24-10-2020",0,196
"Saskatchewan","Central West","25-10-2020",0,196
"Saskatchewan","Central West","26-10-2020",0,196
"Saskatchewan","Central West","27-10-2020",0,196
"Saskatchewan","Central West","28-10-2020",0,196
"Saskatchewan","Central West","29-10-2020",0,196
"Saskatchewan","Central West","30-10-2020",0,196
"Saskatchewan","Central West","31-10-2020",0,196
"Saskatchewan","Central West","01-11-2020",0,196
"Saskatchewan","Central West","02-11-2020",1,197
"Saskatchewan","Central West","03-11-2020",0,197
"Saskatchewan","Central West","04-11-2020",0,197
"Saskatchewan","Central West","05-11-2020",1,198
"Saskatchewan","Central West","06-11-2020",0,198
"Saskatchewan","Central West","07-11-2020",0,198
"Saskatchewan","Central West","08-11-2020",1,199
"Saskatchewan","Central West","09-11-2020",2,201
"Saskatchewan","Central West","10-11-2020",2,203
"Saskatchewan","Central West","11-11-2020",0,203
"Saskatchewan","Central West","12-11-2020",0,203
"Saskatchewan","Central West","13-11-2020",0,203
"Saskatchewan","Central West","14-11-2020",7,210
"Saskatchewan","Central West","15-11-2020",2,212
"Saskatchewan","Central West","16-11-2020",0,212
"Saskatchewan","Central West","17-11-2020",11,223
"Saskatchewan","Central West","18-11-2020",1,224
"Saskatchewan","Central West","19-11-2020",1,226
"Saskatchewan","Central West","20-11-2020",2,228
"Saskatchewan","Central West","21-11-2020",8,236
"Saskatchewan","Central West","22-11-2020",9,245
"Saskatchewan","Central West","23-11-2020",4,249
"Saskatchewan","Central West","24-11-2020",9,258
"Saskatchewan","Central West","25-11-2020",0,258
"Saskatchewan","Central West","26-11-2020",4,262
"Saskatchewan","Central West","27-11-2020",6,268
"Saskatchewan","Central West","28-11-2020",1,269
"Saskatchewan","Central West","29-11-2020",2,271
"Saskatchewan","Central West","30-11-2020",1,272
"Saskatchewan","Central West","01-12-2020",3,275
"Saskatchewan","Central West","02-12-2020",0,275
"Saskatchewan","Central West","03-12-2020",3,278
"Saskatchewan","Central West","04-12-2020",7,285
"Saskatchewan","Central West","05-12-2020",8,293
"Saskatchewan","Central West","06-12-2020",5,297
"Saskatchewan","Central West","07-12-2020",0,297
"Saskatchewan","Central West","08-12-2020",7,304
"Saskatchewan","Central West","09-12-2020",4,308
"Saskatchewan","Central West","10-12-2020",1,309
"Saskatchewan","Central West","11-12-2020",3,312
"Saskatchewan","Central West","12-12-2020",2,314
"Saskatchewan","Central West","13-12-2020",3,317
"Saskatchewan","Central West","14-12-2020",2,319
"Saskatchewan","Central West","15-12-2020",0,319
"Saskatchewan","Central West","16-12-2020",1,320
"Saskatchewan","Central West","17-12-2020",0,320
"Saskatchewan","Central West","18-12-2020",5,325
"Saskatchewan","Central West","19-12-2020",5,330
"Saskatchewan","Central West","20-12-2020",0,330
"Saskatchewan","Central West","21-12-2020",0,330
"Saskatchewan","Central West","22-12-2020",1,331
"Saskatchewan","Central West","23-12-2020",0,331
"Saskatchewan","Central West","24-12-2020",2,333
"Saskatchewan","Central West","25-12-2020",0,333
"Saskatchewan","Central West","26-12-2020",0,333
"Saskatchewan","Central West","27-12-2020",2,335
"Saskatchewan","Central West","28-12-2020",0,335
"Saskatchewan","Central West","29-12-2020",4,339
"Saskatchewan","Central West","30-12-2020",0,339
"Saskatchewan","Central West","31-12-2020",2,341
"Saskatchewan","Central West","01-01-2021",0,341
"Saskatchewan","Central West","02-01-2021",3,344
"Saskatchewan","Central West","03-01-2021",1,345
"Saskatchewan","Central West","04-01-2021",5,350
"Saskatchewan","Central West","05-01-2021",1,351
"Saskatchewan","Central West","06-01-2021",2,353
"Saskatchewan","Central West","07-01-2021",4,357
"Saskatchewan","Central West","08-01-2021",6,363
"Saskatchewan","Central West","09-01-2021",2,365
"Saskatchewan","Central West","10-01-2021",2,365
"Saskatchewan","Central West","11-01-2021",2,369
"Saskatchewan","Central West","12-01-2021",2,371
"Saskatchewan","Central West","13-01-2021",1,372
"Saskatchewan","Central West","14-01-2021",2,374
"Saskatchewan","Central West","15-01-2021",2,376
"Saskatchewan","Central West","16-01-2021",0,376
"Saskatchewan","Central West","17-01-2021",3,379
"Saskatchewan","Central West","18-01-2021",1,380
"Saskatchewan","Central West","19-01-2021",3,383
"Saskatchewan","Central West","20-01-2021",6,389
"Saskatchewan","Central West","21-01-2021",4,393
"Saskatchewan","Central West","22-01-2021",7,400
"Saskatchewan","Central West","23-01-2021",3,403
"Saskatchewan","Central West","24-01-2021",6,409
"Saskatchewan","Central West","25-01-2021",5,414
"Saskatchewan","Central West","26-01-2021",3,417
"Saskatchewan","Central West","27-01-2021",2,419
"Saskatchewan","Central West","28-01-2021",5,424
"Saskatchewan","Central West","29-01-2021",9,433
"Saskatchewan","Central West","30-01-2021",1,435
"Saskatchewan","Central West","31-01-2021",1,436
"Saskatchewan","Central West","01-02-2021",6,442
"Saskatchewan","Central West","02-02-2021",6,448
"Saskatchewan","Central West","03-02-2021",1,449
"Saskatchewan","Central West","04-02-2021",10,459
"Saskatchewan","Central West","05-02-2021",6,465
"Saskatchewan","Central West","06-02-2021",7,472
"Saskatchewan","Central West","07-02-2021",4,476
"Saskatchewan","Central West","08-02-2021",3,479
"Saskatchewan","Central West","09-02-2021",2,481
"Saskatchewan","Central West","10-02-2021",1,482
"Saskatchewan","Central West","11-02-2021",2,484
"Saskatchewan","Central West","12-02-2021",9,493
"Saskatchewan","Central West","13-02-2021",6,499
"Saskatchewan","Central West","14-02-2021",7,506
"Saskatchewan","Central West","15-02-2021",7,506
"Saskatchewan","Central West","16-02-2021",2,515
"Saskatchewan","Central West","17-02-2021",5,520
"Saskatchewan","Central West","18-02-2021",4,524
"Saskatchewan","Central West","19-02-2021",0,524
"Saskatchewan","Central West","20-02-2021",3,527
"Saskatchewan","Central West","21-02-2021",2,529
"Saskatchewan","Central West","22-02-2021",4,533
"Saskatchewan","Central West","23-02-2021",0,533
"Saskatchewan","Central West","24-02-2021",0,533
"Saskatchewan","Central West","25-02-2021",5,538
"Saskatchewan","Central West","26-02-2021",1,540
"Saskatchewan","Central West","27-02-2021",0,540
"Saskatchewan","Central West","28-02-2021",2,542
"Saskatchewan","Central West","01-03-2021",1,543
"Saskatchewan","Central West","02-03-2021",0,543
"Saskatchewan","Central West","03-03-2021",2,545
"Saskatchewan","Central West","04-03-2021",4,549
"Saskatchewan","Central West","05-03-2021",0,549
"Saskatchewan","Central West","06-03-2021",1,550
"Saskatchewan","Central West","07-03-2021",2,552
"Saskatchewan","Central West","08-03-2021",0,552
"Saskatchewan","Central West","09-03-2021",0,552
"Saskatchewan","Central West","10-03-2021",0,552
"Saskatchewan","Central West","11-03-2021",1,553
"Saskatchewan","Central West","12-03-2021",0,553
"Saskatchewan","Central West","13-03-2021",0,553
"Saskatchewan","Central West","14-03-2021",2,555
"Saskatchewan","Central West","15-03-2021",2,557
"Saskatchewan","Far North Central","04-08-2020",0,0
"Saskatchewan","Far North Central","05-08-2020",0,0
"Saskatchewan","Far North Central","06-08-2020",0,0
"Saskatchewan","Far North Central","07-08-2020",0,0
"Saskatchewan","Far North Central","08-08-2020",0,0
"Saskatchewan","Far North Central","09-08-2020",0,0
"Saskatchewan","Far North Central","10-08-2020",0,0
"Saskatchewan","Far North Central","11-08-2020",0,0
"Saskatchewan","Far North Central","12-08-2020",0,0
"Saskatchewan","Far North Central","13-08-2020",0,0
"Saskatchewan","Far North Central","14-08-2020",0,0
"Saskatchewan","Far North Central","15-08-2020",0,0
"Saskatchewan","Far North Central","16-08-2020",0,0
"Saskatchewan","Far North Central","17-08-2020",0,0
"Saskatchewan","Far North Central","18-08-2020",0,0
"Saskatchewan","Far North Central","19-08-2020",0,0
"Saskatchewan","Far North Central","20-08-2020",0,0
"Saskatchewan","Far North Central","21-08-2020",0,0
"Saskatchewan","Far North Central","22-08-2020",0,0
"Saskatchewan","Far North Central","23-08-2020",0,0
"Saskatchewan","Far North Central","24-08-2020",0,0
"Saskatchewan","Far North Central","25-08-2020",0,0
"Saskatchewan","Far North Central","26-08-2020",0,0
"Saskatchewan","Far North Central","27-08-2020",0,0
"Saskatchewan","Far North Central","28-08-2020",0,0
"Saskatchewan","Far North Central","29-08-2020",0,0
"Saskatchewan","Far North Central","30-08-2020",0,0
"Saskatchewan","Far North Central","31-08-2020",0,0
"Saskatchewan","Far North Central","01-09-2020",0,0
"Saskatchewan","Far North Central","02-09-2020",0,0
"Saskatchewan","Far North Central","03-09-2020",0,0
"Saskatchewan","Far North Central","04-09-2020",0,0
"Saskatchewan","Far North Central","05-09-2020",0,0
"Saskatchewan","Far North Central","06-09-2020",0,0
"Saskatchewan","Far North Central","07-09-2020",0,0
"Saskatchewan","Far North Central","08-09-2020",0,0
"Saskatchewan","Far North Central","09-09-2020",0,0
"Saskatchewan","Far North Central","10-09-2020",0,0
"Saskatchewan","Far North Central","11-09-2020",0,0
"Saskatchewan","Far North Central","12-09-2020",0,0
"Saskatchewan","Far North Central","13-09-2020",0,0
"Saskatchewan","Far North Central","14-09-2020",0,0
"Saskatchewan","Far North Central","15-09-2020",0,0
"Saskatchewan","Far North Central","16-09-2020",0,0
"Saskatchewan","Far North Central","17-09-2020",0,0
"Saskatchewan","Far North Central","18-09-2020",0,0
"Saskatchewan","Far North Central","19-09-2020",0,0
"Saskatchewan","Far North Central","20-09-2020",0,0
"Saskatchewan","Far North Central","21-09-2020",0,0
"Saskatchewan","Far North Central","22-09-2020",0,0
"Saskatchewan","Far North Central","23-09-2020",0,0
"Saskatchewan","Far North Central","24-09-2020",0,0
"Saskatchewan","Far North Central","25-09-2020",0,0
"Saskatchewan","Far North Central","26-09-2020",0,0
"Saskatchewan","Far North Central","27-09-2020",0,0
"Saskatchewan","Far North Central","28-09-2020",0,0
"Saskatchewan","Far North Central","29-09-2020",0,0
"Saskatchewan","Far North Central","30-09-2020",0,0
"Saskatchewan","Far North Central","01-10-2020",0,0
"Saskatchewan","Far North Central","02-10-2020",0,0
"Saskatchewan","Far North Central","03-10-2020",0,0
"Saskatchewan","Far North Central","04-10-2020",0,0
"Saskatchewan","Far North Central","05-10-2020",0,0
"Saskatchewan","Far North Central","06-10-2020",0,0
"Saskatchewan","Far North Central","07-10-2020",0,0
"Saskatchewan","Far North Central","08-10-2020",0,0
"Saskatchewan","Far North Central","09-10-2020",0,0
"Saskatchewan","Far North Central","10-10-2020",0,0
"Saskatchewan","Far North Central","11-10-2020",0,0
"Saskatchewan","Far North Central","12-10-2020",0,0
"Saskatchewan","Far North Central","13-10-2020",0,0
"Saskatchewan","Far North Central","14-10-2020",0,0
"Saskatchewan","Far North Central","15-10-2020",0,0
"Saskatchewan","Far North Central","16-10-2020",0,0
"Saskatchewan","Far North Central","17-10-2020",0,0
"Saskatchewan","Far North Central","18-10-2020",0,0
"Saskatchewan","Far North Central","19-10-2020",0,0
"Saskatchewan","Far North Central","20-10-2020",0,0
"Saskatchewan","Far North Central","21-10-2020",0,0
"Saskatchewan","Far North Central","22-10-2020",0,0
"Saskatchewan","Far North Central","23-10-2020",0,0
"Saskatchewan","Far North Central","24-10-2020",0,0
"Saskatchewan","Far North Central","25-10-2020",0,0
"Saskatchewan","Far North Central","26-10-2020",0,0
"Saskatchewan","Far North Central","27-10-2020",0,0
"Saskatchewan","Far North Central","28-10-2020",0,0
"Saskatchewan","Far North Central","29-10-2020",0,0
"Saskatchewan","Far North Central","30-10-2020",0,0
"Saskatchewan","Far North Central","31-10-2020",0,0
"Saskatchewan","Far North Central","01-11-2020",0,0
"Saskatchewan","Far North Central","02-11-2020",0,0
"Saskatchewan","Far North Central","03-11-2020",0,0
"Saskatchewan","Far North Central","04-11-2020",0,0
"Saskatchewan","Far North Central","05-11-2020",0,0
"Saskatchewan","Far North Central","06-11-2020",0,0
"Saskatchewan","Far North Central","07-11-2020",1,1
"Saskatchewan","Far North Central","08-11-2020",3,4
"Saskatchewan","Far North Central","09-11-2020",1,5
"Saskatchewan","Far North Central","10-11-2020",4,9
"Saskatchewan","Far North Central","11-11-2020",0,9
"Saskatchewan","Far North Central","12-11-2020",8,17
"Saskatchewan","Far North Central","13-11-2020",6,23
"Saskatchewan","Far North Central","14-11-2020",8,31
"Saskatchewan","Far North Central","15-11-2020",0,31
"Saskatchewan","Far North Central","16-11-2020",5,36
"Saskatchewan","Far North Central","17-11-2020",5,41
"Saskatchewan","Far North Central","18-11-2020",8,49
"Saskatchewan","Far North Central","19-11-2020",0,50
"Saskatchewan","Far North Central","20-11-2020",16,66
"Saskatchewan","Far North Central","21-11-2020",0,66
"Saskatchewan","Far North Central","22-11-2020",1,67
"Saskatchewan","Far North Central","23-11-2020",0,67
"Saskatchewan","Far North Central","24-11-2020",5,72
"Saskatchewan","Far North Central","25-11-2020",3,75
"Saskatchewan","Far North Central","26-11-2020",4,79
"Saskatchewan","Far North Central","27-11-2020",0,79
"Saskatchewan","Far North Central","28-11-2020",0,79
"Saskatchewan","Far North Central","29-11-2020",1,80
"Saskatchewan","Far North Central","30-11-2020",0,80
"Saskatchewan","Far North Central","01-12-2020",0,80
"Saskatchewan","Far North Central","02-12-2020",3,83
