"province","additional_source_id","additional_source_short","additional_source_full"
"Ontario",133,"ON133","https://www.cbc.ca/news/canada/windsor/covid-19-windsor-essex-sept10-1.5718542"
"Ontario",134,"ON134","https://www.barrietoday.com/coronavirus-covid-19-local-news/one-new-covid-death-reported-in-simcoe-county-2724469"
"Ontario",135,"ON135","https://www.flamboroughreview.com/news-story/10206720-new-covid-death-as-infections-climb-in-hamilton-and-the-demand-for-tests-skyrockets/"
"Ontario",136,"ON136","https://www.inthehammer.com/covid-19-hamilton-reports-47th-death-as-ontario-confirms-615-new-cases"
"Ontario",137,"ON137","https://www.orilliamatters.com/coronavirus-covid-19-local-news/health-unit-confirms-22-new-covid-cases-in-simcoe-county-2767823"
"Ontario",138,"ON138","https://www.chathamdailynews.ca/news/local-news/third-person-in-chatham-kent-dies-of-covid-19"
"Ontario",139,"ON139","https://www.insidehalton.com/news-story/10216678--entire-facility-new-covid-19-outbreak-in-burlington-leaves-2-dead-and-multiple-people-infected-with-coronavirus/"
"Ontario",140,"ON140","https://www.barrietoday.com/coronavirus-covid-19-local-news/11-new-covid-cases-one-death-in-simcoe-county-today-2794735"
"Ontario",141,"ON141","https://www.barrietoday.com/coronavirus-covid-19-local-news/six-new-cases-of-covid-19-confirmed-in-barrie-today-2798256"
"Ontario",142,"ON142","https://london.ctvnews.ca/one-death-nine-new-covid-19-cases-reported-in-middlesex-london-1.5154371"
"Ontario",143,"ON143","https://www.thespec.com/news/hamilton-region/2020/10/22/east-hamilton-church-site-of-latest-outbreak-public-health-reports-new-covid-death.html"
"Ontario",144,"ON144","https://www.cbc.ca/news/canada/london/london-ontario-coronavirus-cases-dec-3-1.5826937"
"Ontario",145,"ON145","https://london.ctvnews.ca/middlesex-london-sees-92-new-covid-19-cases-two-deaths-1.5248566"
"Ontario",146,"ON146","https://www.thoroldnews.com/coronavirus-covid-19-local-news/breaking-29-deaths-since-monday-110-cases-of-covid-19-reported-in-niagara-today-3238018"
"Ontario",147,"ON147","https://windsorite.ca/2021/01/17-new-deaths-170-new-cases-of-covid-19-in-windsor-essex-on-wednesday/"
"Ontario",148,"ON148","https://windsor.ctvnews.ca/cautiously-optimistic-wechu-reports-dramatic-decrease-in-new-covid-19-cases-1.5271090"
"Ontario",149,"ON149","https://windsorite.ca/2021/01/15-new-deaths-173-new-cases-of-covid-19-in-windsor-essex-on-tuesday/"
"Ontario",150,"ON150","https://www.cbc.ca/news/canada/windsor/windsor-essex-covid19-dec17-1.5845193"
"Ontario",151,"ON151","https://windsorite.ca/2021/01/8-new-deaths-99-new-cases-of-covid-19-in-windsor-essex-on-friday/"
"Ontario",152,"ON152","https://windsorite.ca/2021/01/2-new-deaths-116-new-cases-of-covid-19-in-windsor-essex-on-saturday/"
"Ontario",153,"ON153","https://windsorite.ca/2021/01/1-new-death-68-new-cases-of-covid-19-in-windsor-essex-on-monday/"
"Ontario",154,"ON154","https://windsor.ctvnews.ca/four-more-deaths-53-new-covid-19-cases-reported-in-windsor-essex-1.5282373"
"Ontario",155,"ON155","https://windsor.ctvnews.ca/death-toll-rises-in-windsor-essex-but-new-covid-19-cases-continue-to-drop-1.5284012"
"Ontario",156,"ON156","https://windsor.ctvnews.ca/53-new-covid-19-cases-1-more-death-reported-in-windsor-essex-1.5285805"
"Ontario",157,"ON157","https://windsorite.ca/2021/01/7-new-deaths-41-new-cases-of-covid-19-in-windsor-essex-on-friday/"
"Ontario",158,"ON158","https://windsorite.ca/2021/02/6-new-deaths-39-new-cases-of-covid-19-in-windsor-essex-on-wednesday/"
"Ontario",159,"ON159","https://windsorite.ca/2021/02/2-new-deaths-41-new-cases-of-covid-19-in-windsor-essex-on-friday/"
"Ontario",160,"ON160","https://windsorite.ca/2021/02/2-new-deaths-19-new-cases-of-covid-19-in-windsor-essex-on-tuesday/"
"Ontario",161,"ON161","https://www.orilliamatters.com/coronavirus-covid-19-local-news/health-unit-reports-35-new-covid-cases-in-region-none-in-orillia-3420265"
"Ontario",162,"ON162","https://windsorstar.com/news/local-news/dozens-of-new-cases-more-deaths-reported-linked-to-covid-19"
"Quebec",1,"QC1","https://globalnews.ca/news/6705211/granddaughter-quebec-covid-19-victim-plea-social-media/"
"Quebec",2,"QC2","https://ici.radio-canada.ca/nouvelle/1687162/coronavirus-bilan-infection-maladie-quarantaine"
"Quebec",3,"QC3","https://www.lesoleil.com/actualite/covid-19/covid-19-un-premier-deces-au-bas-saint-laurent-8ce06e0a79b9511d9208900c5279aacc"
"Quebec",4,"QC4","https://www.ledevoir.com/societe/sante/576090/premier-deces-a-montreal-d-un-itinerant-atteint-du-coronavirus"
"Quebec",5,"QC5","https://www.lanouvelle.net/2020/03/27/covid-19-un-premier-deces-dans-la-mauricie-centre-du-quebec/"
"Quebec",6,"QC6","https://www.journaldemontreal.com/2020/03/31/covid-19-une-cinquantaine-de-nouveaux-cas-en-mauricie"
"Quebec",7,"QC7","https://www.journaldemontreal.com/2020/03/27/le-nombre-de-cas-de-covid-19-a-quadruple-dans-un-chsld"
"Quebec",8,"QC8","https://ici.radio-canada.ca/nouvelle/1689295/coronavirus-six-residents-chsld-infectes-laval"
"Quebec",9,"QC9","https://ici.radio-canada.ca/nouvelle/1689434/premier-deces-lie-a-la-covid-19-en-abitibi-temiscamingue"
"Quebec",10,"QC10","https://www.pantagraph.com/news/local/lasalle-county-records-st-coronavirus-death/article_69620e82-48cb-5e01-9199-3e7e9cb662ae.html"
"Quebec",11,"QC11","https://ici.radio-canada.ca/nouvelle/1689724/deces-covid-19-capitale-nationale-coronavirus-pandemie"
"Quebec",12,"QC12","https://ici.radio-canada.ca/nouvelle/1689667/deces-resident-shawinigan-chsld-lafleche-covid-19"
"Quebec",13,"QC13","https://www.lapresse.ca/covid-19/202003/31/01-5267334-six-deces-et-39-personnes-infectees-a-la-residence-eva-de-lavaltrie.php"
"Quebec",14,"QC14","http://www.cisss-lanaudiere.gouv.qc.ca/fileadmin/internet/cisss_lanaudiere/Documentation/Communiques/2020/03-_Mars/CP_COVID-19_Situation_Residence_EVA_31-03-2020.pdf"
"Quebec",15,"QC15","https://www.tvanouvelles.ca/2020/03/31/eclosion-tres-importante-au-chsld-lasalle"
"Quebec",16,"QC16","https://ici.radio-canada.ca/nouvelle/1690031/coronavirus-personnes-agees-quebec"
"Quebec",17,"QC17","https://ici.radio-canada.ca/nouvelle/1690587/covid-19-2e-deces-region-quebec-jeffery-hale-capitale-nationale"
"Quebec",18,"QC18","https://www.lenouvelliste.ca/actualites/covid-19/trois-nouveaux-deces-au-quebec-la-plus-grande-bataille-de-notre-vie-dit-legault-536d0ba50e6a688580c76143aac0e6c3"
"Quebec",19,"QC19","https://montrealgazette.com/news/local-news/coronavirus-live-updates-first-death-toll-projections-expected-today/"
"Quebec",20,"QC20","https://www.lenouvelliste.ca/actualites/un-cinquieme-deces-en-mauricie-centre-du-quebec-36b6df425d4d235b2f7e75c73a32ea35"
"Quebec",21,"QC21","https://www.tvanouvelles.ca/2020/04/09/son-test-de-depistage-de-la-covid-19-egare-apres-son-deces"
"Quebec",22,"QC22","https://ici.radio-canada.ca/nouvelle/1691107/431-cas-covid-19-mauricie-centre-du-quebec"
"Quebec",23,"QC23","https://www.latribune.ca/actualites/covid-19-49-nouveaux-cas-et-un-deces-en-estrie-samedi-c60832859ce148f0a08f34f18da0d539"
"Quebec",24,"QC24","https://www.journaldequebec.com/2020/04/05/covid-19-un-premier-deces-sur-la-rive-sud-de-quebec"
"Quebec",25,"QC25","https://ici.radio-canada.ca/nouvelle/1691225/494-cas-covid-19-mauricie-centre-du-quebec"
"Quebec",26,"QC26","https://www.cbc.ca/news/canada/montreal/covid-19-maria-residence-two-deaths-quebec-1.5523750"
"Quebec",27,"QC27","https://www.laveniretdesrivieres.com/2020/04/09/covid-19-41-deces-en-24-heures-au-quebec/"
"Quebec",28,"QC28","https://www.lepinecloutier.com/necrologie-avis-de-deces/58194-hermann-c-girard"
"Quebec",29,"QC29","https://www.journaldemontreal.com/2020/04/06/deux-residents-dune-maison-pour-personnes-agees-de-racine-en-estrie-sont-decedes-de-la-covid-19"
"Quebec",30,"QC30","https://ici.radio-canada.ca/nouvelle/1691477/bilan-cas-mauricie-centre-du-quebec-coronavirus"
"Quebec",31,"QC31","https://www.tvanouvelles.ca/2020/04/10/de-nouveaux-deces-au-chsld-lafleche"
"Quebec",32,"QC32","https://www.journaldemontreal.com/2020/04/06/covid-19-un-deuxieme-deces-au-manoir-du-havre-en-gaspesie"
"Quebec",33,"QC33","https://www.tvanouvelles.ca/2020/04/07/14-deces-lies-a-la-covid-19-au-chsld-de-lasalle"
"Quebec",34,"QC34","https://www.journaldemontreal.com/2020/04/08/cinq-nouveaux-deces-lies-a-la-covid-19-au-chsld-sainte-dorothee-1"
"Quebec",35,"QC35","https://lactualite.com/actualites/covid-19-deces-de-lecrivaine-et-conferenciere-marguerite-lescop-a-104-ans/"
"Quebec",36,"QC36","https://www.journaldemontreal.com/2020/04/10/de-nouveaux-deces-au-chsld-lafleche-1"
"Quebec",37,"QC37","https://www.lenouvelliste.ca/actualites/covid-19/covid-19-six-nouveaux-deces-en-mauricie-centre-du-quebec-00c84a401260027df5f345941f5d98d5"
"Quebec",38,"QC38","https://www.tvanouvelles.ca/2020/04/08/cinq-nouveaux-deces-lies-a-la-covid-19-au-chsld-sainte-dorothee"
"Quebec",39,"QC39","https://ici.radio-canada.ca/nouvelle/1692278/troisieme-mort-covid-19-coronavirus-manoir-du-havre-maria"
"Quebec",40,"QC40","https://www.lesoleil.com/actualite/covid-19/cinq-autres-deces-dans-quebec-et-chaudiere-appalaches-282ab3b829641002956ddbc40e67f847"
"Quebec",41,"QC41","https://www.journaldemontreal.com/2020/04/09/covid-19-20-deces-au-chsld-lafleche-a-shawinigan"
"Quebec",42,"QC42","https://courrierlaval.com/journee-avec-le-plus-de-deces-a-laval/"
"Quebec",43,"QC43","https://www.tvanouvelles.ca/2020/04/09/20-deces-au-chsld-lafleche-a-shawinigan"
"Quebec",44,"QC44","https://www.journaldemontreal.com/2020/04/11/chsld-lasalle--22-deces-et-298-cas"
"Quebec",45,"QC45","https://ici.radio-canada.ca/nouvelle/1693160/deces-chsld-herron-proprietaires-gatineau-covid-19"
"Quebec",46,"QC46","https://www.tvanouvelles.ca/2020/04/11/saguenay-lac-saint-jean-une-premiere-religieuse-canadienne-meurt-de-la-covid-19"
"Quebec",47,"QC47","https://www.inspq.qc.ca/covid-19/donnees/details"
"Quebec",48,"QC48","https://www.lenouvelliste.ca/actualites/covid-19/bilan-deux-autres-deces-dans-la-capitale-nationale-14a52f65a4bdb9d22452f436932206d9"
"Quebec",49,"QC49","https://www.tvanouvelles.ca/2020/04/13/du-patrick-norman-tout-juste-avant-de-seteindre"
"Quebec",50,"QC50","https://www.journaldemontreal.com/2020/04/14/covid-19-une-autre-ainee-sacrifiee-en-chsld"
"Quebec",51,"QC51","https://www.journaldemontreal.com/2020/04/15/le-chsld-lafleche-commence-a-reprendre-le-controle-1"
"Quebec",52,"QC52","https://www.cbc.ca/news/canada/montreal/quebec-covid-19-april-16-1.5534039; https://www.cbc.ca/news/canada/montreal/covid-19-quebec-doctor-dies-1.5534610"
"Quebec",53,"QC53","https://montreal.ctvnews.ca/quebec-records-37-new-covid-19-deaths-but-adds-165-that-weren-t-recorded-1.4962370"
"Quebec",54,"QC54","https://www.inspq.qc.ca/covid-19/donnees/details; https://edmonton.ctvnews.ca/covid-19-alberta-reports-77-new-cases-on-friday-death-count-falls-by-1-1.5019648"
"Quebec",55,"QC55","https://www.inspq.qc.ca/covid-19/donnees/regions"
"Quebec",56,"QC56","https://globalnews.ca/news/7290432/coronavirus-young-quebecer-death/"
"Quebec",57,"QC57","https://montreal.ctvnews.ca/quebec-reports-68-new-covid-19-cases-four-deaths-1.5076773"
"Quebec",58,"QC58","https://montreal.ctvnews.ca/quebec-reports-62-new-covid-19-cases-three-deaths-1.5078261 ; https://globalnews.ca/news/7296601/quebec-coronavirus-covid-19-august-25/"
"Quebec",59,"QC59","https://www.inspq.qc.ca/covid-19/donnees/regions, https://montreal.ctvnews.ca/quebec-reports-62-new-covid-19-cases-three-deaths-1.5078261 ; https://globalnews.ca/news/7296601/quebec-coronavirus-covid-19-august-25/"
"Quebec",60,"QC60","https://montreal.ctvnews.ca/quebec-reports-142-new-covid-19-cases-1-death-1.5080197"
"Quebec",61,"QC61","https://www.inspq.qc.ca/covid-19/donnees/regions, https://www.msn.com/fr-ca/actualites/other/le-qu%C3%A9bec-compte-175-nouveaux-cas-de-covid-19/ar-BB18JUj3"
"Quebec",62,"QC62","https://montreal.ctvnews.ca/quebec-reports-16-deaths-from-covid-19-over-900-new-cases-1.5128202"
"Quebec",63,"QC63","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/"
"Saskatchewan",1,"SK1","https://www.cbc.ca/news/canada/saskatchewan/covid-19-calls-for-transparency-alice-grove-1.5516617"
"Saskatchewan",2,"SK2","https://www.cbc.ca/news/canada/saskatchewan/covid-sask-deaths-1.5530862"
"Saskatchewan",3,"SK3","https://www.cbc.ca/news/canada/saskatoon/covid-19-fifth-death-in-saskatchewan-1.5545724"
"Saskatchewan",4,"SK4","https://regina.ctvnews.ca/2-more-die-from-covid-19-complications-in-sask-3-new-cases-1.4956629"
"Saskatchewan",5,"SK5","https://regina.ctvnews.ca/sask-reports-11th-death-related-to-covid-19-1-new-case-1.4962560"
"Saskatchewan",6,"SK6","https://globalnews.ca/news/7040924/saskatchewan-deaths-coronavirus-update-june-8/"
"Saskatchewan",7,"SK7","https://regina.ctvnews.ca/sask-reports-14th-covid-19-death-10-new-cases-1.5008035"
"Saskatchewan",8,"SK8","https://globalnews.ca/news/7210849/coronavirus-saskatchewan-covid-19-update-july-23/"
"Saskatchewan",9,"SK9","https://regina.ctvnews.ca/sask-reports-19th-covid-19-related-death-1.5053454"
"Saskatchewan",10,"SK10","https://regina.ctvnews.ca/20th-covid-19-death-reported-in-sask-23-new-cases-1.5055233"
"Saskatchewan",11,"SK11","https://www.cbc.ca/news/canada/saskatchewan/covid-19-aug-15-1.5688179"
"Saskatchewan",12,"SK12","https://globalnews.ca/news/7279992/coronavirus-saskatchewan-august-16-covid-19/"
"Saskatchewan",13,"SK13","https://regina.ctvnews.ca/sask-reports-159-new-covid-19-cases-one-additional-death-1.5180060"
"Saskatchewan",14,"SK14","https://regina.ctvnews.ca/190-new-covid-19-cases-marks-largest-single-day-increase-in-sask-additional-death-reported-1.5180925"
"Saskatchewan",15,"SK15","https://regina.ctvnews.ca/two-people-die-from-covid-19-in-sask-one-person-was-in-their-20s-1.5189874"
"Saskatchewan",16,"SK16","https://www.cbc.ca/news/canada/saskatchewan/saskatchewan-covid-19-update-1.5810157"
"Saskatchewan",17,"SK17","https://regina.ctvnews.ca/covid-19-in-sask-4-more-deaths-235-new-cases-1.5201063"
"Saskatchewan",18,"SK18","https://twitter.com/SKGov/status/1332771428295380993?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet"
"Saskatchewan",19,"SK19","https://www.cbc.ca/news/canada/saskatchewan/sask-has-3rd-highest-covid-19-case-rate-in-country-2-more-deaths-monday-1.5822133"
"Saskatchewan",20,"SK20","https://globalnews.ca/news/7493038/coronavirus-death-toll-saskatchewan-nov-30/"
"Saskatchewan",21,"SK21","https://www.cbc.ca/news/canada/saskatchewan/parkside-update-dec5-2020-1.5830112"
"Saskatchewan",22,"SK22","https://www.weyburnreview.com/"
"Saskatchewan",23,"SK23","https://globalnews.ca/news/7514325/coronavirus-deaths-cases-covid-19-saskatchewan-dec-10/"
"Saskatchewan",24,"SK24","https://regina.ctvnews.ca/sask-sets-single-day-record-with-11-more-covid-19-deaths-adds-274-new-cases-1.5228832"
"Saskatchewan",25,"SK25","https://regina.ctvnews.ca/7-more-covid-19-deaths-in-sask-194-new-cases-reported-1.5231795"
"Saskatchewan",26,"SK26","https://www.cbc.ca/news/canada/saskatchewan/saskatchewan-covid-19-deaths-1.5845778"
"Saskatchewan",27,"SK27","https://www.cbc.ca/news/canada/saskatchewan/saskatchewna-covid-19-deaths-cases-1.5847727"
"Saskatchewan",28,"SK28","https://regina.ctvnews.ca/3-deaths-226-new-cases-of-covid-19-in-sask-sunday-1.5239357"
"Saskatchewan",29,"SK29","https://www.cbc.ca/news/canada/saskatchewan/covid-sk-update-dec-21-1.5850329"
"Saskatchewan",30,"SK30","https://globalnews.ca/news/7537682/coronavirus-deaths-cases-covid-19-saskatchewan-dec-22/"
"Saskatchewan",31,"SK31","https://regina.ctvnews.ca/5-new-covid-19-related-deaths-in-sask-159-more-cases-reported-1.5242899"
"Saskatchewan",32,"SK32","https://globalnews.ca/news/7543749/new-coronavirus-cases-saskatchewan-since-christmas-day/"
"Saskatchewan",33,"SK33","https://globalnews.ca/news/7588564/coronavirus-covid-19-cases-saskatchewan-jan-20-update/"
"Saskatchewan",34,"SK34","https://globalnews.ca/news/7568831/coronavirus-covid-19-cases-saskatchewan-january-11-update/"
"Saskatchewan",35,"SK35","https://globalnews.ca/news/7571448/coronavirus-covid-19-cases-saskatchewan-january-12-update/"
"Saskatchewan",36,"SK36","https://www.cbc.ca/news/canada/saskatchewan/covid-update-jan-15-1.5875157"
"Saskatchewan",37,"SK37","https://regina.ctvnews.ca/2-more-sask-covid-19-deaths-reported-270-new-cases-1.5269807"
"Saskatchewan",38,"SK38","https://leaderpost.com/news/saskatchewan/covid-19-two-more-deaths-270-new-cases-and-nearly-3000-vaccines-administered"
"Saskatchewan",39,"SK39","https://regina.ctvnews.ca/sask-reports-290-new-covid-19-cases-4-more-deaths-1.5271189"
"Saskatchewan",40,"SK40","https://www.cbc.ca/news/canada/saskatchewan/covid-19-in-sask-january-19-1.5879210"
"Saskatchewan",41,"SK41","https://www.cbc.ca/news/canada/saskatchewan/covid-19-in-sask-january-19-1.5879210, Four more people who tested positive for COVID-19 have died. One of the recently deceased was in their 60s and in the Regina zone while another was in their 70s and in north central zone, according to a press release. The other two were in the 80-plus age group and reported in Saskatoon and south east."
"Saskatchewan",42,"SK42","https://regina.ctvnews.ca/3-covid-19-deaths-274-new-cases-reported-in-sask-1.5279484"
"Saskatchewan",153,"SK153","https://twitter.com/SKGov/status/1353788153979539456?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet"
