"province","date_death_report","deaths","cumulative_deaths"
"Saskatchewan","18-12-2020",2,107
"Saskatchewan","19-12-2020",8,115
"Saskatchewan","20-12-2020",3,118
"Saskatchewan","21-12-2020",4,122
"Saskatchewan","22-12-2020",3,125
"Saskatchewan","23-12-2020",5,130
"Saskatchewan","24-12-2020",4,134
"Saskatchewan","25-12-2020",0,134
"Saskatchewan","26-12-2020",0,134
"Saskatchewan","27-12-2020",6,140
"Saskatchewan","28-12-2020",-1,139
"Saskatchewan","29-12-2020",10,149
"Saskatchewan","30-12-2020",3,152
"Saskatchewan","31-12-2020",1,153
"Saskatchewan","01-01-2021",0,153
"Saskatchewan","02-01-2021",3,156
"Saskatchewan","03-01-2021",0,156
"Saskatchewan","04-01-2021",2,158
"Saskatchewan","05-01-2021",5,163
"Saskatchewan","06-01-2021",9,172
"Saskatchewan","07-01-2021",3,175
"Saskatchewan","08-01-2021",7,182
"Saskatchewan","09-01-2021",7,189
"Saskatchewan","10-01-2021",0,189
"Saskatchewan","11-01-2021",8,197
"Saskatchewan","12-01-2021",4,201
"Saskatchewan","13-01-2021",2,203
"Saskatchewan","14-01-2021",0,203
"Saskatchewan","15-01-2021",4,207
"Saskatchewan","16-01-2021",2,209
"Saskatchewan","17-01-2021",3,212
"Saskatchewan","18-01-2021",4,216
"Saskatchewan","19-01-2021",6,222
"Saskatchewan","20-01-2021",4,226
