"province","additional_source_id","additional_source_short","additional_source_full"
"Ontario",93,"ON93","https://www.owensoundsuntimes.com/news/local-news/seventh-covid-19-case-confirmed-in-grey-bruce"
"Ontario",94,"ON94","https://www.tbdhu.com/news/thunder-bay-district-health-unit-confirms-second-case-of-covid-19#"
"Ontario",95,"ON95","https://www.phsd.ca/news/public-service-announcement-new-confirmed-case-of-covid-19-reported-by-public-health-sudbury-districts"
"Ontario",96,"ON96","https://www.niagarathisweek.com/news-story/9910918-how-many-cases-of-coronavirus-are-there-in-niagara-/"
"Ontario",97,"ON97","https://globalnews.ca/news/6737595/16-total-cases-of-covid-19-in-kingston-region-3-with-no-close-contacts-recent-travel-history/"
"Ontario",98,"ON98","https://globalnews.ca/news/6749543/hamilton-coronavirus-cases-march-30/"
"Ontario",99,"ON99","healthunit.com/novel-coronavirus#"
"Ontario",100,"ON100","https://www.hpph.ca/en/news/new-covid-19-cases-confirmed-in-huron-perth.aspx"
"Ontario",101,"ON101","https://web.archive.org/web/20200328230031/https://www.halton.ca/For-Residents/Immunizations-Preventable-Disease/Diseases-Infections/New-Coronavirus"
"Ontario",102,"ON102","http://www.algomapublichealth.com/news/third-and-fourth-algoma-residents-test-positive-for-covid-19/"
"Ontario",103,"ON103","https://www.iheartradio.ca/92-3-the-dock/news-trending/grey-bruce-health-unit-reporting-several-new-cases-locally-evidence-of-community-spread-1.11324615"
"Ontario",104,"ON104","https://www.wechu.org/newsroom/news-release-march-29-public-health-updates-related-coronavirus-covid-19"
"Ontario",105,"ON105","https://www.tbdhu.com/news/thunder-bay-district-health-unit-confirms-third-case-of-covid-19#"
"Ontario",106,"ON106","https://www.rcdhu.com/wp-content/uploads/2020/03/2020_March_29_COVID-19_Media-Release_2nd_Positive_Case.pdf"
"Ontario",107,"ON107","https://www.phsd.ca/uncategorized/public-service-announcement-new-confirmed-cases-of-covid-19-reported-by-public-health-sudbury-districts"
"Ontario",108,"ON108","https://www.myhealthunit.ca/en/health-topics/covid-19-cases.asp"
"Ontario",109,"ON109","https://web.archive.org/web/20200329220021/https://www.halton.ca/For-Residents/Immunizations-Preventable-Disease/Diseases-Infections/New-Coronavirus"
"Ontario",110,"ON110","https://healthunit.org/media/2020-archive/almonte-country-haven-outbreak/"
"Ontario",111,"ON111","https://www.hpph.ca/en/news/huron-perth-public-health-notified-of-first-covid-19-death.aspx"
"Ontario",112,"ON112","http://www.algomapublichealth.com/news/fifth-algoma-resident-to-test-positive-for-covid-19-with-travel-to-mexico/"
"Ontario",113,"ON113","https://www.owensoundsuntimes.com/news/local-news/more-evidence-of-community-transmission-in-11th-confirmed-covid-19-case"
"Ontario",114,"ON114","https://hnhu.org/haldimand-norfolk-health-unit-update-covid-19/"
"Ontario",115,"ON115","https://www.wechu.org/newsroom/news-release-march-30-public-health-updates-related-coronavirus-covid-19"
"Ontario",116,"ON116","https://www.regionofwaterloo.ca/en/health-and-wellness/positive-cases-in-waterloo-region.aspx"
"Ontario",117,"ON117","https://www.brant.ca/en/county-government/covid-19.aspx#-Health-Information-and-Resources"
"Ontario",118,"ON118","https://www.timminstoday.com/coronavirus-covid-19-local-news/two-new-covid-19-cases-confirmed-in-the-area-2213131"
"Ontario",119,"ON119","https://www.myhealthunit.ca/en/news/index.aspx?newsId=5e538ebd-3b00-4908-a976-40311a591360;https://www.myhealthunit.ca/en/health-topics/covid-19-cases.asp"
"Ontario",120,"ON120","https://globalnews.ca/news/6758036/kfla-identify-43-total-positive-cases-of-covid-19-in-the-region/"
"Ontario",121,"ON121","https://globalnews.ca/news/6750657/coronavirus-peterborough-covid-19-cases-double/"
"Ontario",122,"ON122","https://web.archive.org/web/20200331000441/https://www.halton.ca/For-Residents/Immunizations-Preventable-Disease/Diseases-Infections/New-Coronavirus"
"Ontario",123,"ON123","https://www.tbdhu.com/news/fourth-case-of-covid-19-confirmed-thunder-bay-district#"
"Ontario",124,"ON124","https://healthunit.org/media/2020-archive/stoneridge-manor-outbreak/"
"Ontario",125,"ON125","https://www.tbdhu.com/news/public-service-announcement-confirmed-cases-of-covid-19-reported-by-thunder-bay-district#"
"Ontario",126,"ON126","Institutional Outbreak"
"Ontario",127,"ON127","Institutional outbreak"
"Ontario",128,"ON128","https://www.tbdhu.com/news/psa-new-confirmed-cases-of-covid-19-reported-by-thunder-bay-district-health-unit#"
"Ontario",129,"ON129","https://www.tbdhu.com/news/psa-new-confirmed-case-of-covid-19-reported-by-thunder-bay-district-health-unit#"
"Ontario",130,"ON130","https://www.woodstocksentinelreview.com/news/local-news/three-new-covid-19-cases-in-public-health-region"
"Ontario",131,"ON131","https://www.tbdhu.com/news/new-confirmed-cases-of-covid-19-reported-by-thunder-bay-district-health-unit#"
"Ontario",132,"ON132","https://www.phsd.ca/news/public-service-announcement-new-confirmed-case-of-covid-19-reported-by-public-health-sudbury-districts-8"
"Ontario",133,"ON133","https://www.phsd.ca/news/public-service-announcement-new-confirmed-case-of-covid-19-reported-by-public-health-sudbury-districts-11"
"Ontario",134,"ON134","https://globalnews.ca/news/6852018/london-middlesex-covid-19-april-22/"
"Ontario",135,"ON135","https://www.tbnewswatch.com/local-news/new-covid-19-case-brings-district-total-to-63-2283809"
"Ontario",136,"ON136","https://kitchener.ctvnews.ca/waterloo-region-sees-20-new-covid-19-cases-one-death-1.4918738"
"Ontario",137,"ON137","https://www.theobserver.ca/news/local-news/april-30-another-resident-at-vision-nursing-home-tests-positive"
"Ontario",138,"ON138","https://globalnews.ca/news/6887087/london-middlesex-coronavirus-april-30/"
"Ontario",139,"ON139","https://www.phsd.ca/news/public-service-announcement-new-confirmed-case-of-covid-19-in-employee-outbreak-declared-at-finlandia-village-nursing-home"
"Ontario",140,"ON140","https://www.tbdhu.com/news/new-confirmed-cases-of-covid-19-reported-by-thunder-bay-district-health-unit-12"
"Ontario",141,"ON141","https://hnhu.org/health-topic/coronavirus-covid-19/"
"Ontario",142,"ON142","https://www.tbdhu.com/news/new-confirmed-case-of-covid-19-reported-by-thunder-bay-district-health-unit-10"
"Ontario",143,"ON143","https://www.tbdhu.com/news/positive-covid-19-result-from-surveillance-testing-at-pioneer-ridge-long-term-care-home"
"Ontario",144,"ON144","https://www.cbc.ca/news/canada/windsor/covid19-windsor-essex-june9-1.5604347; https://windsor.ctvnews.ca/biggest-spike-in-covid-19-cases-in-windsor-essex-since-mid-april-1.4976046?cache="
"Ontario",145,"ON145","http://www.algomapublichealth.com/news/psa-a-new-confirmed-case-of-covid-19-reported-by-algoma-public-health/"
"Ontario",146,"ON146","https://northernontario.ctvnews.ca/nursing-home-staff-member-tests-positive-for-covid-in-thessalon-1.4982134"
"Ontario",147,"ON147","https://www.cbc.ca/news/canada/windsor/covid19-windsor-essex-june13-1.5611142; https://windsor.ctvnews.ca/highest-daily-increase-of-covid-19-cases-in-the-region-saturday-with-46-new-cases-being-reported-1.4982955"
"Ontario",148,"ON148","https://www.sudbury.com/local-news/health-unit-reporting-first-new-covid-19-cases-in-sudbury-in-more-than-a-month-2445213"
"Ontario",149,"ON149","https://windsorite.ca/2020/06/6-new-cases-of-covid-19-in-windsor-essex-as-of-thursday-2/"
"Ontario",150,"ON150","https://www.kitchenertoday.com/coronavirus-covid-19-local-news/region-reporting-three-new-cases-of-covid-19-2447704"
"Ontario",151,"ON151","https://windsor.ctvnews.ca/32-new-covid-19-cases-in-windsor-essex-including-31-in-agri-farm-workers-1.4994431"
"Ontario",152,"ON152","https://www.durhamradionews.com/archives/127495"
"Ontario",153,"ON153","https://windsorite.ca/2020/06/98-new-cases-of-covid-19-in-windsor-essex-as-of-sunday/"
"Ontario",154,"ON154","https://windsorite.ca/2020/06/87-of-88-new-cases-of-covid-19-in-agri-farm-workers-in-windsor-essex-as-of-monday/"
"Ontario",155,"ON155","https://www.cbc.ca/news/canada/windsor/covid19-windsor-essex-july8-1.5641622"
"Ontario",156,"ON156","http://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20200709.html"
"Ontario",157,"ON157","https://northernontario.ctvnews.ca/after-two-weeks-with-no-active-cases-another-new-covid-19-case-pops-up-in-sault-ste-marie-area-1.5018922"
"Ontario",158,"ON158","https://globalnews.ca/news/7167531/coronavirus-london-middlesex-july-12/"
"Ontario",159,"ON159","https://www.phsd.ca/news/public-service-announcement-new-confirmed-case-of-covid-19-reported-by-public-health-sudbury-districts-19"
"Ontario",160,"ON160","https://globalnews.ca/news/7204946/coronavirus-cases-london-middlesex-elgin-oxford-july-22/"
"Ontario",161,"ON161","https://www.phsd.ca/news/public-service-announcement-new-confirmed-case-of-covid-19-reported-by-public-health-sudbury-districts-20"
"Ontario",162,"ON162","https://www.phsd.ca/news/public-service-announcement-new-confirmed-case-of-covid-19-reported-by-public-health-sudbury-districts-21"
"Ontario",163,"ON163","https://www.phsd.ca/news/public-service-announcement-new-confirmed-case-of-covid-19-reported-by-public-health-sudbury-districts-prompts-outbreak-declaration"
"Ontario",164,"ON164","https://www.phsd.ca/news/public-service-announcement-seven-new-confirmed-cases-of-covid-19-reported-by-public-health-sudbury-districts"
"Ontario",165,"ON165","https://globalnews.ca/news/7260943/london-middlesex-coronavirus-covid-19-case-update-elgin-oxford-august-9/"
"Ontario",166,"ON166","http://www.netnewsledger.com/2020/08/11/case-100-of-covid-19-reported-by-thunder-bay-district-health-unit/"
"Ontario",167,"ON167","https://www.cbc.ca/news/canada/windsor/windsor-essex-covid-19-august-11-1.5681717"
"Ontario",168,"ON168","https://www.stratfordbeaconherald.com/news/local-news/six-new-covid-19-cases-confirmed-for-huron-perth-over-weekend-more-expected-tuesday"
"Ontario",169,"ON169","https://globalnews.ca/news/7282583/coronavirus-update-hastings-prince-edward-august-17/"
"Ontario",170,"ON170","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072108"
"Ontario",171,"ON171","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072109"
"Ontario",172,"ON172","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072110"
"Ontario",173,"ON173","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072111"
"Ontario",174,"ON174","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072112"
"Ontario",175,"ON175","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072113"
"Ontario",176,"ON176","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072114"
"Ontario",177,"ON177","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072115"
"Ontario",178,"ON178","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072116"
"Ontario",179,"ON179","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072117"
"Ontario",180,"ON180","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072118"
"Ontario",181,"ON181","https://ottawa.ctvnews.ca/twelve-new-cases-of-covid-19-in-ottawa-1.5072119"
"Ontario",182,"ON182","https://www.phsd.ca/news/public-service-announcement-new-confirmed-case-of-covid-19-reported-by-public-health-sudbury-districts-25"
"Ontario",183,"ON183","https://ottawa.ctvnews.ca/ottawa-public-health-reports-largest-jump-in-covid-19-cases-in-a-month-1.5073752"
"Ontario",184,"ON184","https://windsorite.ca/2020/08/2-new-cases-of-covid-19-in-windsor-essex-as-of-friday-weekly-epidemiological-summary-presented/"
"Ontario",185,"ON185","https://www.cbc.ca/news/canada/thunder-bay/thunder-bay-covid-1.5694196"
"Ontario",186,"ON186","https://windsor.ctvnews.ca/two-new-covid-19-cases-reported-in-windsor-essex-1.5078121?cache=yes%3FclipId%3D68597%3FclipId%3D89680"
"Ontario",187,"ON187","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20200825.html"
"Ontario",188,"ON188","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20200826.html"
"Ontario",189,"ON189","https://ottawa.ctvnews.ca/twenty-two-new-cases-of-covid-19-in-ottawa-on-thursday-1.5081549"
"Ontario",190,"ON190","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20200831.html"
"Ontario",191,"ON191","https://windsorite.ca/2020/08/4-new-cases-of-covid-19-1-less-outbreak-in-windsor-essex-as-of-monday/"
"Ontario",192,"ON192","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20200901.html"
"Ontario",193,"ON193","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20200903.html"
"Ontario",194,"ON194","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20200908.html"
"Ontario",195,"ON195","https://windsorite.ca/2020/09/7-new-cases-of-covid-19-1-new-possible-public-exposure-in-windsor-essex-as-of-saturday/"
"Ontario",196,"ON196","https://www.insidehalton.com/news-story/10201033-halton-reports-multiple-new-covid-19-cases-in-oakville-and-milton-with-wide-range-of-ages-in-patients/"
"Ontario",197,"ON197","https://www.phsd.ca/public-service-announcement-two-new-confirmed-cases-of-covid-19-reported-by-public-health-sudbury-districts/"
"Ontario",198,"ON198","https://www.phsd.ca/public-service-announcement-new-confirmed-case-of-covid-19-reported-by-public-health-sudbury-districts-27/"
"Ontario",199,"ON199","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20200922.html"
"Ontario",200,"ON200","https://northernontario.ctvnews.ca/new-positive-case-of-covid-19-in-the-porcupine-health-unit-area-1.5110744"
"Ontario",201,"ON201","https://northernontario.ctvnews.ca/new-case-of-covid-19-reported-in-timmins-1.5111944"
"Ontario",202,"ON202","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20200921.html"
"Ontario",203,"ON203","https://globalnews.ca/news/7348152/kingston-coronavirus-covid-19-cases-update-sept-21/"
"Ontario",204,"ON204","https://www.parrysound.com/news-story/10014815-now-2-active-covid-19-cases-listed-in-north-bay-parry-sound-sept-21/"
"Ontario",205,"ON205","https://globalnews.ca/news/7351086/new-case-covid-19-kingston-september-22/"
"Ontario",206,"ON206","https://twitter.com/KFLAPH/status/1310647813496360962"
"Ontario",207,"ON207","https://www.simcoereformer.ca/news/local-news/one-new-covid-19-case-in-h-n-18"
"Ontario",208,"ON208","https://www.cbc.ca/news/canada/windsor/windsor-essex-covid-19-oct-6-1.5751862"
"Ontario",209,"ON209","Instititional Outbreak"
"Ontario",210,"ON210","https://windsorite.ca/2020/10/3-new-cases-of-covid-19-in-windsor-essex-as-of-monday-2/"
"Ontario",211,"ON211","https://twitter.com/KFLAPH/status/1321522184699990018"
"Ontario",212,"ON212","https://twitter.com/KFLAPH"
"Ontario",213,"ON213","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20201106.html"
"Ontario",214,"ON214","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20201103.html"
"Ontario",215,"ON215","https://www.elliotlaketoday.com/coronavirus-covid-19-local-news/two-more-people-test-positive-for-covid-19-in-algoma-district-2845593"
"Ontario",216,"ON216","https://www.wechu.org/cv/local-updates"
"Ontario",217,"ON217","KFLA Public Health (@KFLAPH) / Twitter"
"Ontario",218,"ON218","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20201208.html"
"Ontario",228,"ON228",""
"Ontario",229,"ON229","          "
"Ontario",230,"ON230","https://app.powerbi.com/view?r=eyJrIjoiMzE5MzJlOTItOWE2ZS00MDNlLTlkNDEtMTcyYTg5OGFhMTFiIiwidCI6ImRjNTYxMjk1LTdjYTktNDFhOS04M2JmLTUwODM0ZDZhOWQwZiJ11"
"Ontario",231,"ON231","https://www.niagararegion.ca/health/covid-19/statistics/statistics.aspx"
"Ontario",232,"ON232","https://www.bchu.org/ServicesWeProvide/InfectiousDiseases/Pages/coronavirus.aspx"
"Ontario",233,"ON233","https://windsor.ctvnews.ca/2-more-deaths-19-new-covid-19-cases-reported-in-windsor-essex-1.5301423"
"Ontario",234,"ON234","https://www.simcoemuskokahealth.org/MicroSites/Media/Health%20Stats/Instant%20Atlas/COVIDlist/COVID_DownloadableData_20210218.html"
"Ontario",235,"ON235","KFLA Public Health on Twitter: ""1 new COVID-19 case in #KFLA today: Female 10 to 19, under investigation. ▫️ 2 cases have resolved ▫️ 20 active cases. https://t.co/YPOThNKcWw"" / Twitter"
"Ontario",236,"ON236","KFLA Public Health on Twitter: ""1 new COVID-19 case in #KFLA today: Female 10 to 19, under investigation. â–«ï¸ 2 cases have resolved â–«ï¸ 20 active cases. https://t.co/YPOThNKcWw"" / Twitter"
"PEI",1,"PE1","https://globalnews.ca/news/7316875/pei-covid-19-update-sept-4-coronavirus/"
"PEI",2,"PE2","https://www.theguardian.pe.ca/news/local/replay-two-new-covid-19-cases-announced-in-pei-on-sept-8-494266/"
"PEI",228,"PE228",""
"Quebec",1,"QC1","https://www.cbc.ca/news/canada/montreal/covid-19-montreal-quebec-1.5479106"
"Quebec",2,"QC2","https://www.cbc.ca/news/canada/montreal/3rd-covid19-qc-1.5488027"
"Quebec",3,"QC3","https://globalnews.ca/news/6729330/quebec-coronavirus-march-25/"
"Quebec",4,"QC4","19-08-2020: Not Reported case backfilled with Monteregie"
"Quebec",5,"QC5","19-08-2020: Backfilled Abitibi case with Monteregie"
"Quebec",6,"QC6","https://www.cp24.com/news/ontario-reports-dip-in-new-covid-19-cases-but-toronto-public-health-data-unavailable-today-1.5062726"
"Quebec",7,"QC7","https://www.cp24.com/news/ontario-reports-dip-in-new-covid-19-cases-but-toronto-public-health-data-unavailable-today-1.5062727"
"Quebec",8,"QC8","https://www.cp24.com/news/ontario-reports-dip-in-new-covid-19-cases-but-toronto-public-health-data-unavailable-today-1.5062728"
"Quebec",9,"QC9","https://www.cp24.com/news/ontario-reports-dip-in-new-covid-19-cases-but-toronto-public-health-data-unavailable-today-1.5062729"
"Quebec",10,"QC10","https://www.cp24.com/news/ontario-reports-dip-in-new-covid-19-cases-but-toronto-public-health-data-unavailable-today-1.5062730"
"Quebec",11,"QC11","https://www.cp24.com/news/ontario-reports-dip-in-new-covid-19-cases-but-toronto-public-health-data-unavailable-today-1.5062731"
"Quebec",12,"QC12","https://www.cp24.com/news/ontario-reports-dip-in-new-covid-19-cases-but-toronto-public-health-data-unavailable-today-1.5062732"
"Quebec",13,"QC13","https://www.cp24.com/news/ontario-reports-dip-in-new-covid-19-cases-but-toronto-public-health-data-unavailable-today-1.5062733"
"Quebec",14,"QC14","https://www.cp24.com/news/ontario-reports-dip-in-new-covid-19-cases-but-toronto-public-health-data-unavailable-today-1.5062734"
"Quebec",15,"QC15","https://www.cp24.com/news/ontario-reports-dip-in-new-covid-19-cases-but-toronto-public-health-data-unavailable-today-1.5062735"
"Quebec",16,"QC16","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/"
"Quebec",228,"QC228",""
"Quebec",229,"QC229","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec"
"Saskatchewan",1,"SK1","https://regina.ctvnews.ca/mobile/11-sask-healthcare-workers-test-positive-for-covid-19-after-curling-bonspiel-in-alta-1.4862909"
"Saskatchewan",2,"SK2","https://globalnews.ca/news/6713523/coronavirus-saskatchewan-new-cases/"
"Saskatchewan",3,"SK3","https://regina.ctvnews.ca/sask-has-6-new-covid-19-cases-provincial-total-at-72-1.4866135"
"Saskatchewan",4,"SK4","https://regina.ctvnews.ca/video?clipId=375756"
"Saskatchewan",5,"SK5","https://regina.ctvnews.ca/sask-reporting-3-recoveries-95-total-covid-19-cases-1.4869250"
"Saskatchewan",6,"SK6","https://regina.ctvnews.ca/one-new-case-of-covid-19-one-new-recovery-reported-in-sask-saturday-1.4983093"
"Saskatchewan",7,"SK7","https://regina.ctvnews.ca/18-new-covid-19-cases-in-sask-2-in-hospital-1.4984848"
"Saskatchewan",8,"SK8","https://regina.ctvnews.ca/sask-confirms-11-new-cases-of-covid-19-three-in-hospital-1.4992955"
"Saskatchewan",9,"SK9","https://globalnews.ca/news/7081603/coronavirus-saskatchewan-update-june-18/; https://www.swiftcurrentonline.com/local/a-jump-in-covid-19-cases-in-saskatchewan-reported-today"
"Saskatchewan",10,"SK10","https://regina.ctvnews.ca/3-new-covid-19-cases-confirmed-in-sask-9-in-hospital-1.4999502"
"Saskatchewan",11,"SK11","https://regina.ctvnews.ca/6-new-covid-19-cases-7-recoveries-in-sask-saturday-1.5002786"
"Saskatchewan",12,"SK12","https://www.cbc.ca/news/canada/saskatchewan/covid-19-aug-15-1.5688179"
"Saskatchewan",13,"SK13","https://regina.ctvnews.ca/sask-confirms-5-new-covid-19-cases-7-more-recoveries-1.5081588"
"Saskatchewan",14,"SK14","https://www.cbc.ca/news/canada/saskatoon/covid-19-sask-highest-ever-single-day-increase-66-cases-1.5768279"
"Saskatchewan",15,"SK15","https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan"
"Saskatchewan",16,"SK16","13-12-2020: reassigned from region Not Reported to Far North East"
"Saskatchewan",17,"SK17","13-12-2020: reassigned from region Not Reported to North West"
"Saskatchewan",18,"SK18","13-12-2020: Reassigned case from region not reported to region North West"
"Saskatchewan",19,"SK19","13-12-2020: Reassigned case from region not reported to region Saskatoon"
"Saskatchewan",221,"SK221","COVID-19 Update for February 16: 49,841 Vaccines Delivered, 136 New Cases, 529 Recoveries, Three Deaths | News and Media | Government of Saskatchewan"
"Saskatchewan",222,"SK222","https://www.saskatchewan.ca/government/news-and-media/2021/february/28/covid19-update-for-february-28-78226-vaccines-delivered-141-new-cases-146-recoveries"
"Saskatchewan",227,"SK227","https://www.saskatchewan.ca/government/news-and-media/2021/april/01/covid19-update-for-april-1-more-than-200000-vaccines-administered-199-new-cases-205-recoveries-no-ne"
"Saskatchewan",228,"SK228",""
"Saskatchewan",229,"SK229"," "
"Saskatchewan",237,"SK237","https://www.saskatchewan.ca/government/news-and-media/2021/april/09/covid19-update-for-april-8-new-record-11000-vaccinations-in-one-day-256280-vaccines-administered-358"
"Saskatchewan",239,"SK239","Far North East"
"Saskatchewan",240,"SK240","North West"
"Saskatchewan",241,"SK241","[North West] 15-04-2021: Date changed from 13-04-2021 to 15-04-2021"
"Saskatchewan",242,"SK242","North West, Health region assigned on 2021-04-14"
"Saskatchewan",243,"SK243","South Central, Health region assigned on 2021-04-14"
"Saskatchewan",244,"SK244","South East, Health region assigned on 2021-04-14"
"Saskatchewan",245,"SK245","Far North West"
"Saskatchewan",246,"SK246","North Central"
"Saskatchewan",247,"SK247","North East"
"Saskatchewan",248,"SK248","Central East"
"Saskatchewan",249,"SK249","South West"
"Saskatchewan",250,"SK250","South Central"
"Saskatchewan",251,"SK251","South East"
"Saskatchewan",252,"SK252","Saskatoon"
"Saskatchewan",253,"SK253","Regina"
"Yukon",1,"YT1","https://www.cbc.ca/news/canada/north/yukon-covid19-briefing-march-25-1.5509519; http://www.cbc.ca/player/play/1715414083767/"
"Yukon",2,"YT2","https://www.yukon-news.com/news/two-yukoners-contract-covid-19-outside/"
"Yukon",3,"YT3","https://www.cbc.ca/news/canada/north/yukon-covid-medical-health-officer-update-1.5678702"
"Yukon",228,"YT228",""
